Name,Address,Genre,Business Hours,Number of Seats,Phone Number,URL
すいれん,岩手県 盛岡市 菜園 2-4-15,居酒屋,"営業時間
[月～金] 11:30～13:00(L.O)
[月～木] 18:00～24:00 [金・土] 18:00～翌1:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008345/
居酒屋 がく,岩手県 盛岡市 中央通 1-7-16 日の出ビル 1F,居酒屋,"営業時間
17:30～23:30
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",42席,,https://tabelog.com/iwate/A0301/A030101/3009463/
杜のキッチン Marche,岩手県 盛岡市 前九年 3-13-28,ダイニングバー、居酒屋,"営業時間
11:30～14:30(L.O.14:00)
17:00～23:30(L.O.23:00)
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011938/
KITCHEN PUB　DO!,岩手県 盛岡市 中央通 2-1-7 岩手関連ビル1F ,ダイニングバー,"営業時間
15:00〜24:00 ※金・土は25：00まで
定休日
日曜日（祝日は不定休） 
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004656/
元太○,岩手県 盛岡市 紅葉が丘 2-22,居酒屋,"営業時間
11:30～14:00 17:30～23:00
日曜営業
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008915/
鍋道楽,岩手県 盛岡市 内丸 4-9 2F,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3003137/
居酒屋だいえん,岩手県 盛岡市 みたけ 3-38-45,居酒屋,"営業時間
[平常]
17:00~24:00(L.O.23:00)
[金土]
17:00~25:00(L.O.24:00)
日曜営業
定休日
毎週月曜日定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007843/
キッチン集,岩手県 盛岡市 大通 2-3-14,居酒屋,"営業時間
17:00～24:00（L.O.23:30）
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010459/
ナポリ,岩手県 盛岡市 本町通 1-10-2,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3004969/
チーボ イタリアーノ アンド キッチン スタジオ,岩手県 盛岡市 開運橋通 2-38 @HOME DELUXEビル 2F,イタリアン、ダイニングバー,"営業時間
18:00～翌2:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",50席,,https://tabelog.com/iwate/A0301/A030101/3008325/
Qzo,岩手県 盛岡市 茶畑 1-1-6 グリーンビレッジ C棟 2F,ダイニングバー,,,,https://tabelog.com/iwate/A0301/A030101/3011255/
マリン,岩手県 盛岡市 大通 1-11-20 第一丸十ビル,ダイニングバー,"営業時間
19：00～翌1:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004560/
居酒屋三樹,岩手県 盛岡市 南大通 1-8-11,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3004305/
古船 八幡町店,岩手県 盛岡市 八幡町 1-7 メゾンプラザ藤屋ビル 2F,居酒屋,"営業時間
17:00-24:00
日曜営業
定休日
火曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006906/
居酒屋 南部馬っこ,岩手県 盛岡市 盛岡駅前通 15-7,居酒屋,"営業時間
17:00～翌0:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001381/
時遊人,岩手県 盛岡市 中央通 1-7-16,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3002300/
家めし にじゅうまる,岩手県 盛岡市 内丸 5-11,居酒屋,"営業時間
[月～金]
12:00～13:00
17:00〜22:00
[土]
17:00～22:00
定休日
日曜日、祝日",25席,,https://tabelog.com/iwate/A0301/A030101/3010980/
サカバ 盛岡大通り店,岩手県 盛岡市 大通 2-6-6 1F,居酒屋,"営業時間
17:00～翌1:00
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012011/
花太郎,岩手県 盛岡市 大通 3-7-9,居酒屋,"営業時間
［月〜土］
17:00〜
［日］
15:00〜
日曜営業
定休日
無し
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011984/
鮮魚居酒屋 魚真 大通店,岩手県 盛岡市 大通 1-6-13 時遊空間ＴＥＮビル １Ｆ,居酒屋,"営業時間
11:30～13:30 17:00～24:00(L.O.23:00)
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3002099/
バー&カフェ　ボンベイ,岩手県 盛岡市 渋民 字駅33,ダイニングバー、ピザ,"営業時間
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010323/
炙り肉の寿司食べ放題&旨辛チーズタッカルビ×個室肉バル BRUNO 盛岡大通店,岩手県 盛岡市 大通 2-3-7 CT33ビル 2F,居酒屋、バル、イタリアン,"営業時間
16:00～翌0:00
日曜営業
定休日
不定休",70席,,https://tabelog.com/iwate/A0301/A030101/3010392/
酒場 ハマギリ,岩手県 盛岡市 南大通 1-10-8 第5陣岡ビル101,居酒屋,"営業時間
17:00～翌1:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010044/
美食道楽,岩手県 盛岡市 大通 1-11-18 名店会館  2F,居酒屋,"営業時間
17:00～23:00(料理L.O.23:00 ドリンクL.O.23:00)
[土・祝祭日の前日]
17:00～翌3:00
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",16席,,https://tabelog.com/iwate/A0301/A030101/3009681/
立呑屋とりあえず,岩手県 盛岡市 大通 3-7-3,立ち飲み,,,,https://tabelog.com/iwate/A0301/A030101/3010061/
JUNKIE KITCHEN,岩手県 盛岡市 大通 り1-9-5 サンシャインビル 1F,ダイニングバー、居酒屋、ハンバーガー,"営業時間
【火曜〜日曜日】
11:30〜15:00
18:00〜23:00
[月曜日定休]
定休日
月曜日",24席,,https://tabelog.com/iwate/A0301/A030101/3012060/
らうん路,岩手県 盛岡市 南大通 1-10-8,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3002925/
しじみ,岩手県 盛岡市 八幡町 5-2,居酒屋,"営業時間
17：00頃
２２：30頃
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",10席,,https://tabelog.com/iwate/A0301/A030101/3002772/
居酒屋幸,岩手県 盛岡市 八幡町 3-19,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3003006/
埋み火,岩手県 盛岡市 中央通 1-11-13 シネマ横丁 B1F,居酒屋,"営業時間
17:00～24:00
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011087/
翔,岩手県 盛岡市 みたけ 4-35-48,居酒屋,"営業時間
〔月・火・金・土〕
居酒屋営業 19：00～24：00
〔日・月・火・金・土〕
昼カラオケ営業12：00～17：00
歌い放題‼  1000円
※ランチトースト・お茶・コーヒー・お菓子付
日曜営業
定休日
水・木
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3002329/
喫茶喫酒 馬酔木,岩手県 盛岡市 中央通 1丁目6-26,喫茶店、居酒屋,"営業時間
喫茶 11:00～14:30（14:00 L.O.）
喫酒 18:00～00:00
定休日
月曜日、日曜日、祝日",20席,,https://tabelog.com/iwate/A0301/A030101/3010237/
Calda,岩手県 盛岡市 上ノ橋町 7-66,イタリアン、パスタ、ダイニングバー,"営業時間
11:30 ～ 13:30 LO
18:00 ～ 21:30 LO
日曜営業
定休日
月・第二火曜
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。","
                    （テーブル４人×４、カウンター4席）
                  ",,https://tabelog.com/iwate/A0301/A030101/3007623/
MASS別館 とり小家,岩手県 盛岡市 内丸 5-3 2F,居酒屋,"営業時間
12:00～14:00 18:00～23:00(L.O.22:00)
定休日
年中無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006931/
銀禅 都南店,岩手県 盛岡市 三本柳 10地割17-52,居酒屋,"営業時間
夜営業 不定休
[月～土]
17:00〜24:00（L.O23:20）
[日・祝]
17:00〜23:00（L.O22:20）
日曜営業
定休日
不定休",100席,,https://tabelog.com/iwate/A0301/A030101/3003021/
けんちゃん,岩手県 盛岡市 上田 3-14-36,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3002248/
呑み処 もくれん,岩手県 盛岡市 盛岡駅前北通 4-16,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3012084/
呑み喰い処みなと,岩手県 盛岡市 上田 1-5-23,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3008851/
居酒屋弁慶　 盛岡都南店,岩手県 盛岡市 永井 22地割3-120,居酒屋,"営業時間
17:00～24:00(L.O.23:30)
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006598/
古船,岩手県 盛岡市 東安庭 3-17-8,居酒屋,"営業時間
17:30～お客様次第
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006908/
魚処 壱や 盛岡駅前店,岩手県 盛岡市 盛岡駅前通 15-7 ツルビル 1F,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3012180/
角打ち＆はしご 菊の司酒造 蔵前,岩手県 盛岡市 紺屋町 4-20,立ち飲み,"営業時間
[月～金]
17:00～19:00
[土・日・祝]
11:00～19:00
日曜営業
定休日
不定休",20席,,https://tabelog.com/iwate/A0301/A030101/3011183/
酒食 廣,岩手県 盛岡市 本町通 3-13-29,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3010283/
日の出ビル ビアガーデン,岩手県 盛岡市 中央通 1-7-16 日の出ビル 5F,ビアガーデン,"営業時間
17:00～23:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",100席,,https://tabelog.com/iwate/A0301/A030101/3010216/
きんかん,岩手県 盛岡市 緑が丘4-1-63,居酒屋,"営業時間
17:00～24:00(フードL.O.22:00 ドリンクL.O.23:00)
日曜営業
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007821/
はる,岩手県 盛岡市 みたけ 5-20-60,居酒屋,"営業時間
17:30～23:30
定休日
日曜日",18席,,https://tabelog.com/iwate/A0301/A030101/3000848/
海王別館,岩手県 盛岡市 内丸 4-1,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3010714/
村かみ家,岩手県 盛岡市 盛岡駅前北通 5-5,居酒屋,"営業時間
17:00〜23:00 
定休日
日曜、祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004302/
満声天,岩手県 盛岡市 開運橋通 1-34,居酒屋、中華料理,"営業時間
17:00～24:00
日曜営業
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012323/
旬吉,岩手県 盛岡市 内丸 4-14,居酒屋,"営業時間
12:00～13:30 17:00～24:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",13席,,https://tabelog.com/iwate/A0301/A030101/3008339/
てらどのかまど,岩手県 盛岡市 青山 3-26-21 千葉ビル　２Ｆ,居酒屋,"営業時間
18:00～翌1:00(L.O.24:30)
日曜営業
定休日
月曜日",44席,,https://tabelog.com/iwate/A0301/A030101/3001079/
居酒屋・すし　いちよし,岩手県 盛岡市 上田 2-16-3,居酒屋,"営業時間
17：30～24：00（L.O.23：30）
日曜営業
定休日
無",40席,,https://tabelog.com/iwate/A0301/A030101/3003002/
青春時代,岩手県 盛岡市 駅前北通5-9 2F,居酒屋,,20席,,https://tabelog.com/iwate/A0301/A030101/3009978/
時代屋。 本店,岩手県 盛岡市 大通 2-4-22 サンライズタウン 1F ,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3007873/
ユルリ屋 盛岡大通店,岩手県 盛岡市 大通 2-3-7 CT33ビル 1F,居酒屋,"営業時間
17:00～24:00(料理L.O.23:00 ドリンクL.O.23:30)
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012176/
ぼっちゃん 都南店,岩手県 盛岡市 津志田 13地割3-20,居酒屋,"営業時間
[月〜土]17:00〜0:00
定休日
日曜日",50席,,https://tabelog.com/iwate/A0301/A030101/3010635/
養老乃瀧 盛岡松園店 ,岩手県 盛岡市 松園 3-5-14,居酒屋,"営業時間
17:00～24:00
日曜営業
定休日
月曜日",84席,,https://tabelog.com/iwate/A0301/A030101/3004438/
和風個室居酒屋 九州家,岩手県 盛岡市 大通 2-1-23 サンクイーンビル 4F,居酒屋、鍋,"営業時間
17:00～24:00
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",140席,,https://tabelog.com/iwate/A0301/A030101/3008758/
山ん,岩手県 盛岡市 大通 1-5-18 クレッセントビル 1F,居酒屋、ビストロ,"営業時間
17:30～24:00
休みはSNSで確認して下さい
Instagram　YAMAN_MRKW
日曜営業
定休日
不定休週によりますが月曜日か水曜日が多いようです
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011274/
居酒屋 弁慶 盛岡大通店,岩手県 盛岡市 大通 1-7-2 弁慶盛岡大通ビル 2F,居酒屋,"営業時間
17:00～24:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007506/
居酒屋　寅さん,岩手県 盛岡市 大通 3-10-20,居酒屋,"営業時間
17:30～24:00
定休日
日曜・祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004573/
居酒屋五木＆ひろし,岩手県 盛岡市 盛岡駅前通 15-13,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3003769/
新月,岩手県 盛岡市 大通 2-6-6 京藤ビル １F,居酒屋、ダイニングバー,"営業時間
[月・火・水・木・日]
17:00～翌3:00
[金・土・]
17:00～翌5:00
[祝]
17:00～24:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010902/
オヤジのこだわり酒場 こじま,岩手県 盛岡市 中央通 1-9-11 盛岡横丁,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3011739/
桜山 だん,岩手県 盛岡市 内丸 5-3,居酒屋,"営業時間
17:00～翌3:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",20席,,https://tabelog.com/iwate/A0301/A030101/3010215/
アサヌマショウテン 参道店,岩手県 盛岡市 内丸 5-18,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3012074/
茅,岩手県 盛岡市 紺屋町 1-35,居酒屋,"営業時間
17:00～23:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011689/
大衆酒場ヤマヤ,岩手県 盛岡市 大通 2-7-26,居酒屋,"営業時間
16:00～翌1:30
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011366/
旬菜酒房 たかべェ,岩手県 盛岡市 菜園 2-4-14,居酒屋,"営業時間
[月～木] 16:00～24:00(L.O.23:30) [金・土] 16:00～翌2:00(L.O.翌1:00)
定休日
日曜・祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001386/
胡桃,岩手県 盛岡市 八幡町 1-25,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3002464/
博多もつ鍋・ちゃんこ たんと  盛岡大通り店,岩手県 盛岡市 開運橋通 1-36 盛岡コマツビル 1F,居酒屋、もつ鍋,"営業時間
16:00～24:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010921/
アジア市場だるま,岩手県 盛岡市 大通 1-9-5 サンシャインビル　5F,中華料理、居酒屋、アジア・エスニック,"営業時間
【日～木曜日】18:00～翌1:00（LO翌0:30）
【金土祝前日】17:00～翌3:00（LO翌2:30）
定休日
年中無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",148席,,https://tabelog.com/iwate/A0301/A030101/3003160/
華観月,岩手県 盛岡市 南大通 1-10-8,居酒屋,"営業時間
18:00～22:30
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3009497/
えびぃず,岩手県 盛岡市 盛岡駅前通 10-13,居酒屋,"営業時間
17:00～翌1:00
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",30席,,https://tabelog.com/iwate/A0301/A030101/3010070/
旬の一Bon,岩手県 盛岡市 菜園 1-5-25 リデルモリオカ 2F,イタリアン、ダイニングバー,"営業時間
18:00～23:00(LO22:30)
定休日
日曜日、月曜日、祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008925/
レストラン ジーグリート,岩手県 盛岡市 盛岡駅西通 2-9-1 マリオス 4F,居酒屋、洋食,"営業時間
11:30～22:00(料理L.O.21:00 ドリンクL.O.21:00)
定休日
日曜日",60席,,https://tabelog.com/iwate/A0301/A030101/3009768/
ぽんこ,岩手県 盛岡市 松尾町 4-1,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3002266/
ニューオドロカ,岩手県 盛岡市 菜園 2-3-22 プラザバンベールビル 1F,居酒屋,"営業時間
15:00〜翌1:00
定休日
不定休",50席,,https://tabelog.com/iwate/A0301/A030101/3011817/
ぶんぶん亭 別館,岩手県 盛岡市 南仙北 1-18-55,もつ鍋、居酒屋,"営業時間
11:30～23:30
日曜営業
定休日
火曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",30席,,https://tabelog.com/iwate/A0301/A030101/3010064/
酒と肴 そり,岩手県 盛岡市 菜園 2-5-26 メルヘンビルBF-B,居酒屋,"営業時間
17:00～翌2:00（L.O.翌1:00）
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010331/
居酒屋 福寿丸,岩手県 盛岡市 内丸 4-15,居酒屋,"営業時間
17:00～24:00
新コロナ影響により、時短営業の時もあります
小さなお店です
出来るだけご予約お願いいたします。
手造りの物が多いので、特にこれからの季節
鍋物、お刺身はご予約が必要です。
2階に宴会場あります。
日曜営業
定休日
月曜日定休日（月曜日が祝日の場合は翌日お休み）",21席,,https://tabelog.com/iwate/A0301/A030101/3005799/
晴れる屋 ひろき,岩手県 盛岡市 南大通 1-12-16,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3011020/
グレープバイン,岩手県 盛岡市 菜園 2-6-32,ダイニングバー,"営業時間
17:00～24:00
日曜営業
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",23席,,https://tabelog.com/iwate/A0301/A030101/3008769/
前田屋喜兵衛,岩手県 盛岡市 南大通 1-11-15,居酒屋,"営業時間
17:30～23:00
日曜営業
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",13席,,https://tabelog.com/iwate/A0301/A030101/3009401/
イザカヤグンソー,岩手県 盛岡市 大通 1-11-18,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3003958/
煉瓦,岩手県 盛岡市 南大通 1-2-15,居酒屋,"営業時間
17:00～24:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006881/
居酒屋 たけよし,岩手県 盛岡市 南大通 1-10-15,居酒屋,"営業時間
17:00～24:00
定休日
日曜・祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001454/
ふぉん,岩手県 盛岡市 内丸 5-10,台湾料理、居酒屋,"営業時間
19:00～23:30頃
定休日
日曜日、祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",5席,,https://tabelog.com/iwate/A0301/A030101/3004069/
南部藩お忍び個室居酒屋 侍鮮,岩手県 盛岡市 大通 2-1-23 サンクイーンビル 4F,居酒屋,"営業時間
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010710/
大たる 大通り店,岩手県 盛岡市 大通 1-10-18,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3004419/
居酒屋 大空,岩手県 盛岡市 本町通 1-17-27 テンロードナカムラ 1F,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3010482/
居酒屋 笑び,岩手県 盛岡市 大通 2-1-4 サイセリアビル4F,居酒屋,"営業時間
18:00～翌2:00(ラストオーダー1:00)
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",25席,,https://tabelog.com/iwate/A0301/A030101/3005424/
より道,岩手県 盛岡市 青山 2-13-8,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3003402/
遊缶倶楽部,岩手県 盛岡市 菜園 2-6-32,居酒屋,"営業時間
17：00～24:00
定休日
日曜・祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",16席,,https://tabelog.com/iwate/A0301/A030101/3001063/
どんどこどん,岩手県 盛岡市 大通 1-6-13 時遊空間TENビル 3F,居酒屋,"営業時間
【日～木曜日】17:00～翌1:00（LO翌12:00）
【金土祝前日】17:00～翌3:00（LO翌2:00）
定休日
年中無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3006021/
居酒屋 はんじろう,岩手県 盛岡市 神明町 6-17,居酒屋,"営業時間
17:00～24:00
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010296/
花ごよみ,岩手県 盛岡市 本宮 1-17-1,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3002276/
たそがれ屋,岩手県 盛岡市 中ノ橋通 2-6-1,居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3011546/
金ちゃん,岩手県 盛岡市 神明町 5-6,居酒屋、ラーメン、カレー,"営業時間
17:30〜23:00(LO22:30)
水曜日とラーメンを提供する日
11:30〜13:30、17:30〜23:00(LO22:30)
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",18席,,https://tabelog.com/iwate/A0301/A030101/3003498/
花吉,岩手県 盛岡市 菜園 2-4-11 菜園ヴィレッジ 503,居酒屋,"営業時間
16:00～翌5:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008119/
アラムシニガン,岩手県 盛岡市 菜園 2-3-1 フロムハートビル 3F,東南アジア料理、ダイニングバー,"営業時間
【ランチタイム（土日祝日のみ）】11：30〜15：00　
17：00〜24：00（火～木）
17：00〜2：00（金・土・祝前日）
日曜営業
定休日
月曜日（月曜日が祝・祭日の場合、翌日休業となります）
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",54席,,https://tabelog.com/iwate/A0301/A030101/3000143/
La Rosetta 盛岡,岩手県 盛岡市 菜園 2-4-21 千鳥ビル B1F,イタリアン、ピザ、ダイニングバー,"営業時間
月～金、祝前日: 11:30～14:30
17:00～翌0:00
土、日、祝日: 11:30～15:30
17:00～翌0:00
日曜営業
定休日
不定休",75席,,https://tabelog.com/iwate/A0301/A030101/3000563/
ぼっちゃん駅前店,岩手県 盛岡市 駅前通10-11,居酒屋,"営業時間
17：00～翌4：00(LO)
日曜営業
定休日
年中無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。","
                    （２階席あり）
                  ",,https://tabelog.com/iwate/A0301/A030101/3000551/
中村屋,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン  おでんせ館 1F,ダイニングバー、洋食、カフェ,"営業時間
10:00～20:30
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",10席,,https://tabelog.com/iwate/A0301/A030101/3011280/
居ごこち屋BOTCHAN,岩手県 盛岡市 大通 り3-2-27,居酒屋,"営業時間
17:00～翌5:00
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",105席,,https://tabelog.com/iwate/A0301/A030101/3000511/
BAR Lupin,岩手県 盛岡市 中央通 3-11-5,バー,"営業時間
19:00～翌1:00
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000553/
OTTO,岩手県 盛岡市 大通 2-8-35,イタリアン、ワインバー,"営業時間
ランチタイム　　11:30～14:00
ディナータイム　17:30～24:00
日曜営業
定休日
ほぼ無し",,,https://tabelog.com/iwate/A0301/A030101/3009035/
バー　バロン,岩手県 盛岡市 大通 1-7-11,バー,"営業時間
18:00～23:00
定休日
日曜・祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3004513/
Bacchus,岩手県 盛岡市 菜園 2-6-32,バー,"営業時間
18:00～翌2:00(L.O.翌1：30)
日曜のみ0：00目途閉店
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",26席,,https://tabelog.com/iwate/A0301/A030101/3004206/
SAKEYA ジュイクク,岩手県 盛岡市 中央通 1-7-4 オーデンビル　１Ｆ,バー,"営業時間
[月～木・日]
19:00～翌2:00
[金・土]
19:00～翌3:00
日曜営業
定休日
火曜定休　(年末年始は除く)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000437/
グラスト,岩手県 盛岡市 神明町 5-21 Fフラット 1F,ビストロ、ワインバー、日本酒バー,"営業時間
［月～金］
17:00～24:00(L.O.23:00)
［土］
12:00～24:00(L.O.23:00)
定休日
月曜日、日曜日、祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。","
                    （テーブル席有り　席数未確認　　カウンター５席あり）
                  ",,https://tabelog.com/iwate/A0301/A030101/3009416/
