Title,Make,Model,Year,Vin,Location,Condition,Price,Average Market Price,Main Image,Options,Mileage,Trim,Color,Body Type,Fuel Type,Engine,Drive Train,City Fuel Economy,Highway Fuel Economy,Combined Fuel Economy,Dealer Name,Dealer City,Dealer State,Dealer Zip,Dealer Rating,Dealer Phone,URL,Status,Scraped Date
Hyundai Palisade Limited,Hyundai,Palisade,2022,KM8R54HE9NU339092,,Certified,36512,34615.0,https://images.autotrader.com/hn/c/a0133606b507440e935ec29a9090e100.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 19 City / 26 Highway]
Engine = [Engine: 6-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 49,661]","49,661",HYUNDPALIS|Limited,Hyper White,SUV,Gasoline,6-Cylinder,2 wheel drive - front,19,26,,Rick Case Hyundai Davie,Davie,FL,33331,4.5,7547555858,https://www.autotrader.com/cars-for-sale/vehicle/711542529,,2024-04-19 123946
Toyota Sienna Platinum,Toyota,Sienna,2023,5TDESKFC1PS096600,,Used,58987,53686.0,https://images.autotrader.com/hn/c/5d4314b9acdb42ed925a7d8390cbcfd9.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: Continuously Variable Automatic]
Color = [Exterior Color: Unavail]
Fueltype = [Fuel Type: Hybrid gas/electric]
Mpg = [MPG: 35 City / 36 Highway]
Engine = [Engine: Hybrid]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 20,283]","20,283",SIENNA|Platinum,Ice Cap,VANS,Hybrid Gas/Electric,Hybrid,All wheel drive,35,36,,Permian Ford Lincoln,Hobbs,NM,88240,4.2,5755520244,https://www.autotrader.com/cars-for-sale/vehicle/708024007,,2024-04-19 123946
Volkswagen Atlas SEL Premium,Volkswagen,Atlas,2021,1V2TR2CA6MC530866,,Used,34747,35607.0,https://images.autotrader.com/hn/c/5767e70d98164ed6921a854e108fb583.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 16 City / 22 Highway]
Engine = [Engine: 6-Cylinder]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 20,979]","20,979",VOLKSATL|SEL Premium,Pyrite Silver Metallic,SUV,Gasoline,6-Cylinder,All wheel drive,16,22,,Baierl Toyota,Mars,PA,16046,4.5,7246873106,https://www.autotrader.com/cars-for-sale/vehicle/710556989,Great,2024-04-19 123946
Jaguar F-PACE S,Jaguar,F-PACE,2023,SADCJ2EX1PA712621,,Certified,46035,44501.0,https://images.autotrader.com/hn/c/4858040881364fef81e5b97241183f33.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 27 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 4,475]","4,475",JAGFPACE|S,Fuji White,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,22,27,,Jaguar Land Rover Coral Gables,Coral Gables,FL,33133,4.9,7863820545,https://www.autotrader.com/cars-for-sale/vehicle/707090662,Good,2024-04-19 123946
Volvo XC90 T8 Ultimate,Volvo,XC90,2023,YV4H60CX5P1929242,,Used,60993,,https://images.autotrader.com/hn/c/51ae8069d6044f1b90b77273d52f2e4d.jpg,"Milerange = [Mile Range: 33 EV Mile Range]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Hybrid gas/electric]
Engine = [Engine: Hybrid]
Drivetype = [Drive Type: All Wheel Drive]
Evrange = [EV RANGE: 33 EV Mile Range]
Mileage = [Miles: 33,381]","33,381",XC90|T8 Ultimate,Gray,SUV,Hybrid Gas/Electric,Hybrid,All wheel drive,,,,DCH Wappingers Falls Toyota,Wappingers Falls,NY,12590,4.6,8456320222,https://www.autotrader.com/cars-for-sale/vehicle/709165040,,2024-04-19 123946
Volvo XC90 T5 R-Design,Volvo,XC90,2021,YV4102PM9M1728695,,Used,44876,39247.0,https://images.autotrader.com/hn/c/507af507d51d44e88e35a046a4b262d7.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 20 City / 28 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 28,836]","28,836",XC90|T5 R-Design,Crystal White Metallic - 707,SUV,Gasoline,4-Cylinder Turbo,All wheel drive,20,28,,Faulkner Volvo Cars Lancaster,East Petersburg,PA,17520,5.0,7179473112,https://www.autotrader.com/cars-for-sale/vehicle/711036507,,2024-04-19 123946
Jeep Wrangler Unlimited Rubicon,Jeep,Wrangler,2022,1C4JJXSJ8NW190182,,Used,74149,71462.0,https://images.autotrader.com/hn/c/48c2c008ddcf46708a4ba693a113569d.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 13 City / 17 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 4,183]","4,183",WRANGLER|Unlimited Rubicon,Bright White Clearcoat,SUV,Gasoline,8-Cylinder,4 wheel drive,13,17,,Caldwell Country Chevrolet,Caldwell,TX,77836,4.6,9799773372,https://www.autotrader.com/cars-for-sale/vehicle/687852432,,2024-04-19 123946
Kia Sorento EX,Kia,Sorento,2023,KNDRHDLG4P5174490,,Used,41982,35278.0,https://images.autotrader.com/hn/c/c808ed5fc0744528b421b1c35e6153c9.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 6-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Hybrid gas/electric]
Mpg = [MPG: 36 City / 33 Highway]
Engine = [Engine: Hybrid]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 8,235]","8,235",SORENTO|EX,Steel Gray,SUV,Hybrid Gas/Electric,Hybrid,All wheel drive,36,33,,Ken Ganley KIA Mentor,Mentor,OH,44060,,4405105434,https://www.autotrader.com/cars-for-sale/vehicle/706765018,,2024-04-19 123946
Kia Sorento SX,Kia,Sorento,2023,5XYRK4LF6PG202936,,Used,40982,35651.0,https://images.autotrader.com/hn/c/8fbe579732484e94aa070c8cf397c6b9.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 22 City / 29 Highway]
Engine = [Engine: 4-Cylinder Turbo]
Drivetype = [Drive Type: 2 Wheel Drive - Front]
Mileage = [Miles: 5,639]","5,639",SORENTO|SX,Wolf Gray,SUV,Gasoline,4-Cylinder Turbo,2 wheel drive - front,22,29,,Ken Ganley KIA Mentor,Mentor,OH,44060,,4405105434,https://www.autotrader.com/cars-for-sale/vehicle/706765108,,2024-04-19 123946
Kia Sorento S w/ Panoramic Sunroof Package,Kia,Sorento,2023,5XYRLDLC5PG165851,,Used,39740,29876.0,https://images.autotrader.com/hn/c/5604f894fd324851aae48f493dc0a79d.jpg,"Interiorcolor = [Interior Color: Gray]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 23 City / 25 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 20,142]","20,142",SORENTO|S,Glacial White Pearl,SUV,Gasoline,4-Cylinder,All wheel drive,23,25,,Ken Ganley KIA Mentor,Mentor,OH,44060,,4405105434,https://www.autotrader.com/cars-for-sale/vehicle/706765043,,2024-04-19 123946
Kia Sorento S w/ Panoramic Sunroof Package,Kia,Sorento,2023,5XYRLDLC4PG161497,,Used,37982,30555.0,https://images.autotrader.com/hn/c/d6e96c06b9e14bdc9bc8ca16ecfabc55.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 23 City / 25 Highway]
Engine = [Engine: 4-Cylinder]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 14,288]","14,288",SORENTO|S,Gravity Gray,SUV,Gasoline,4-Cylinder,All wheel drive,23,25,,Ken Ganley KIA Mentor,Mentor,OH,44060,,4405105434,https://www.autotrader.com/cars-for-sale/vehicle/706765103,,2024-04-19 123946
