Title,Make,Model,Year,Vin,Location,Condition,Price,Average Market Price,Main Image,Options,Mileage,Trim,Color,Body Type,Fuel Type,Engine,Drive Train,City Fuel Economy,Highway Fuel Economy,Combined Fuel Economy,Dealer Name,Dealer City,Dealer State,Dealer Zip,Dealer Rating,Dealer Phone,URL,Status,Scraped Date
GMC Yukon AT4 w/ AT4 Premium Plus Package,GMC,Yukon,2023,1GKS2CKD1PR292448,,Used,78500,73092.0,https://images.autotrader.com/hn/c/0e9d9335cb984e728f44099f48d304d6.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 20 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 1,148]","1,148",YUKON|AT4,Summit White,SUV,Gasoline,8-Cylinder,4 wheel drive,15,20,,Vanguard Buick GMC of Carrollton,Carrollton,TX,75007,4.3,4698292497,https://www.autotrader.com/cars-for-sale/vehicle/710786742,,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKL1PR301582,,Used,78500,81388.0,https://images.autotrader.com/hn/c/719bd5a6d30a452cbc59e29f59a5b250.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 8,777]","8,777",YUKON|Denali,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Taylor's Auto Max,Great Falls,MT,59405,5.0,4063157208,https://www.autotrader.com/cars-for-sale/vehicle/705313443,Great,2024-04-19 122958
GMC Sierra 1500 Denali Ultimate,GMC,Sierra 1500,2024,1GTUUHE8XRZ117516,,Used,78500,,https://images.autotrader.com/hn/c/ceea08f5de2f4c83ada734376ce9d755.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Mpg = [MPG: 15 City / 19 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 1,175]","1,175",15SIPU4WD|Denali Ultimate,White Frost Tricoat,TRUCKS,Diesel,6-Cylinder Turbo,4 wheel drive,15,19,,Vanguard Buick GMC of Carrollton,Carrollton,TX,75007,4.3,4698292497,https://www.autotrader.com/cars-for-sale/vehicle/709815749,,2024-04-19 122958
GMC Sierra 2500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 2500,2024,1GT49PEY0RF312490,,Used,78500,,https://images.autotrader.com/hn/c/bb9b023de81d4eef960f152d95de3a7a.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 978]",978,GMCC25PU|AT4,Sterling Metallic,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Robert Basil Buick GMC Cadillac,Orchard Park,NY,14127,4.7,7164581926,https://www.autotrader.com/cars-for-sale/vehicle/711766160,,2024-04-19 122958
GMC Sierra 3500 Denali w/ Denali Reserve Package,GMC,Sierra 3500,2024,1GT49WEY9RF140051,,Certified,78500,,https://images.autotrader.com/hn/c/0616df3f46104839b94d1d07a8c62adf.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 17,175]","17,175",GMC3500PU|Denali,Titanium Rush Metallic,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Salt Lake Valley Buick GMC,Salt Lake City,UT,84119,4.2,8018838814,https://www.autotrader.com/cars-for-sale/vehicle/706508655,,2024-04-19 122958
GMC Sierra 2500 Denali w/ Denali Reserve Package,GMC,Sierra 2500,2024,1GT49REY6RF130112,,Used,78500,,https://images.autotrader.com/hn/c/c95f2750d7fb40008bcc91b43c2dd525.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 27,575]","27,575",GMCC25PU|Denali,White Frost Tricoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Patriot GMC Hyundai,Bartlesville,OK,74006,4.7,9182134283,https://www.autotrader.com/cars-for-sale/vehicle/696179052,,2024-04-19 122958
GMC Yukon SLT w/ SLT Luxury Package,GMC,Yukon,2024,1GKS1BKT6RR119788,,Used,78500,,https://images.autotrader.com/hn/c/11d398d3420141d09c2d3a84da0de7c3.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Mpg = [MPG: 21 City / 27 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 638]",638,YUKON|SLT,Black,SUV,Diesel,6-Cylinder Turbo,2 wheel drive - rear,21,27,,Automotive Network,Denham Springs,LA,70726,5.0,18447885394,https://www.autotrader.com/cars-for-sale/vehicle/712350388,,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKL9PR245262,,Certified,78500,80315.0,https://images.autotrader.com/hn/c/2b9756aa3be9421babebc48e265c7998.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 10,608]","10,608",YUKON|Denali,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Bob Moore Buick GMC,Oklahoma City,OK,73132,4.5,4054454139,https://www.autotrader.com/cars-for-sale/vehicle/708041570,Great,2024-04-19 122958
GMC Sierra 3500 Denali w/ Denali Reserve Package,GMC,Sierra 3500,2024,1GT49WEY3RF127781,,Used,78500,,https://images.autotrader.com/hn/c/e4052de91bb54162837fdd3aaef119f6.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 16,088]","16,088",GMC3500PU|Denali,White Frost Tricoat,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Corwin Ford,Nampa,ID,83687,4.5,2086060208,https://www.autotrader.com/cars-for-sale/vehicle/710568576,,2024-04-19 122958
GMC Yukon XL AT4 w/ AT4 Premium Plus Package,GMC,Yukon XL,2023,1GKS2HKL0PR295782,,Certified,78500,77759.0,https://images.autotrader.com/hn/c/7fb6df1738134bc59e67e08149acfd28.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 19 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 11,580]","11,580",YUKONXL|AT4,Summit White,SUV,Gasoline,8-Cylinder,4 wheel drive,15,19,,Lindsay Buick GMC,Warrenton,VA,20186,4.8,5403403975,https://www.autotrader.com/cars-for-sale/vehicle/708679771,Good,2024-04-19 122958
GMC Yukon Denali w/ Advanced Technology Package,GMC,Yukon,2023,1GKS2DKL1PR365797,,Certified,78500,77146.0,https://images.autotrader.com/hn/c/17bb51be2f074109bb5007329e18c9d0.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 14,059]","14,059",YUKON|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Covert Buick GMC West,Austin,TX,78738,,7377577165,https://www.autotrader.com/cars-for-sale/vehicle/711241558,Good,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2023,1GKS2JKT7PR383543,,Used,78497,76400.0,https://images.autotrader.com/hn/c/d5b98dccea8642159639c047422c0215.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Mpg = [MPG: 20 City / 26 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 8,425]","8,425",YUKONXL|Denali,Onyx Black,SUV,Diesel,6-Cylinder Turbo,4 wheel drive,20,26,,Lenz Truck,,,,,9206384320,https://www.autotrader.com/cars-for-sale/vehicle/710528890,Good,2024-04-19 122958
GMC Sierra 1500 SLT w/ SLT Premium Plus Package,GMC,Sierra 1500,2021,1GTU9DEL9MZ192361,,Used,78495,54227.0,https://images.autotrader.com/hn/c/6c7d75bf6ecc4dc18705bd00df8a7b92.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 20 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 310]",310,15SIPU4WD|SLT,Summit White,TRUCKS,Gasoline,8-Cylinder,4 wheel drive,14,20,,F.C. Kerbeck Buick GMC,Palmyra,NJ,08065,,8567927447,https://www.autotrader.com/cars-for-sale/vehicle/692385437,,2024-04-19 122958
GMC Sierra 3500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 3500,2023,1GT49VEY7PF100042,,Used,78494,79100.0,https://images.autotrader.com/hn/c/2eff62d50b054e328fda1e2b050b163f.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 160]",160,GMC3500PU|AT4,Onyx Black,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Hardin Buick GMC,Anaheim,CA,92806,4.7,6572545122,https://www.autotrader.com/cars-for-sale/vehicle/704639361,Great,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2023,1GKS2JKL7PR331491,,Used,78493,79159.0,https://images.autotrader.com/hn/c/484e832279d34dc58ca9f0970bd4c712.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Shiftable Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive - Rear Wheel Default]
Mileage = [Miles: 9,187]","9,187",YUKONXL|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive - rear wheel default,14,18,,Zeigler Holland,Holland,MI,49423,4.7,6163442346,https://www.autotrader.com/cars-for-sale/vehicle/702333909,Great,2024-04-19 122958
GMC Yukon XL AT4,GMC,Yukon XL,2023,1GKS2HKL4PR402803,,Used,78492,74924.0,https://images.autotrader.com/hn/c/bcad2a80882142d6a5b0cd26c45dd8f5.jpg,"Transmission = [Transmission: 10-Speed Automatic]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 15 City / 19 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 11,769]","11,769",YUKONXL|AT4,,SUV,Gasoline,8-Cylinder,4 wheel drive,15,19,,Bob Robinson Chevrolet Buick GMC,Triadelphia,WV,26059,,6813272376,https://www.autotrader.com/cars-for-sale/vehicle/710079155,Good,2024-04-19 122958
GMC Sierra 1500 Denali Ultimate,GMC,Sierra 1500,2024,1GTUUHE83RZ191117,,Used,78480,,https://images.autotrader.com/hn/c/3af7ff68e9274e6aa09e5955aff0e078.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Diesel]
Mpg = [MPG: 15 City / 19 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 985]",985,15SIPU4WD|Denali Ultimate,Downpour Metallic,TRUCKS,Diesel,6-Cylinder Turbo,4 wheel drive,15,19,,Lifted Trucks,Phoenix,AZ,85022,4.9,6025601478,https://www.autotrader.com/cars-for-sale/vehicle/705189583,,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS1DKL8PR459839,,Certified,78477,75914.0,https://images.autotrader.com/pictures/atc_upload/565x421_2021GMCYukonSLE.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 20 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 12,215]","12,215",YUKON|Denali,Sterling Metallic,SUV,Gasoline,8-Cylinder,2 wheel drive - rear,14,20,,Covert Buick GMC West,Austin,TX,78738,,7377577165,https://www.autotrader.com/cars-for-sale/vehicle/710084412,Good,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2023,1GKS2JKL1PR302715,,Used,78470,79733.0,https://images.autotrader.com/hn/c/01124008d40e446299974e3a9d4ea47a.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Shiftable Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive - Rear Wheel Default]
Mileage = [Miles: 8,244]","8,244",YUKONXL|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive - rear wheel default,14,18,,ALM Marietta,Marietta,GA,30060,4.7,4706325368,https://www.autotrader.com/cars-for-sale/vehicle/708035627,Great,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKT4PR495914,,Used,78469,75858.0,https://images.autotrader.com/hn/c/9423c197a161499792da951ae4e94243.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Mpg = [MPG: 20 City / 26 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 2,112]","2,112",YUKON|Denali,Onyx Black,SUV,Diesel,6-Cylinder Turbo,4 wheel drive,20,26,,Ken Garff Chevrolet,American Fork,UT,84003,4.8,8016424246,https://www.autotrader.com/cars-for-sale/vehicle/709328188,Good,2024-04-19 122958
GMC Sierra 2500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 2500,2024,1GT49PEYXRF163019,,Used,78459,,https://images.autotrader.com/hn/c/44f9286ec464430dbce2733d41a06f29.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 12,082]","12,082",GMCC25PU|AT4,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Hurst Autoplex- San Antonio,,,,,6824520255,https://www.autotrader.com/cars-for-sale/vehicle/710177179,,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKL1PR456486,,Certified,78459,81682.0,https://images.autotrader.com/hn/c/799b81f947004b98ab968eea887aac7a.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Shiftable Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive - Rear Wheel Default]
Mileage = [Miles: 8,511]","8,511",YUKON|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive - rear wheel default,14,18,,Lee Johnson Chevrolet Mazda KIA,Kirkland,WA,98033,4.7,4256555009,https://www.autotrader.com/cars-for-sale/vehicle/709707695,Great,2024-04-19 122958
GMC Yukon Denali w/ Max Trailering Package,GMC,Yukon,2023,1GKS2DKL1PR221182,,Certified,78450,77484.0,https://images.autotrader.com/hn/c/4c7f1a34a24343ed9ac1313d65dccd81.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 19,961]","19,961",YUKON|Denali,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Bill Kay Buick GMC,Downers Grove,IL,60515,4.3,6307963243,https://www.autotrader.com/cars-for-sale/vehicle/685697310,Good,2024-04-19 122958
GMC Sierra 2500 AT4 w/ AT4 Premium Plus Package,GMC,Sierra 2500,2024,1GT49PEY0RF197907,,Used,78400,,https://images.autotrader.com/hn/c/6ee7ab5147814af7b832627d5027c6df.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 11,635]","11,635",GMCC25PU|AT4,Summit White,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,Bill Harris Chrysler Dodge Jeep of Ashland,Ashland,OH,44805,4.8,5672034200,https://www.autotrader.com/cars-for-sale/vehicle/710468236,,2024-04-19 122958
GMC Sierra 3500 Denali w/ Denali Black Diamond Edition,GMC,Sierra 3500,2023,1GT49WEY5PF137452,,Used,78400,78011.0,https://images.autotrader.com/hn/c/79fad6010e01422e8a967b90cae1d801.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Diesel]
Engine = [Engine: 8-Cylinder Turbo]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 10,596]","10,596",GMC3500PU|Denali,Ebony Twilight Metallic,TRUCKS,Diesel,8-Cylinder Turbo,4 wheel drive,,,,CARDINALE GMC TRUCK,Seaside,CA,93955,4.6,8317171515,https://www.autotrader.com/cars-for-sale/vehicle/710084689,Good,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2023,1GKS2JKL7PR215109,,Used,78400,79261.0,https://images.autotrader.com/hn/c/2b0097bffdb64d2c8de2c95caadfec6a.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 15,155]","15,155",YUKONXL|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Jim Schmidt Chevrolet,Hicksville,OH,43526,5.0,4195182284,https://www.autotrader.com/cars-for-sale/vehicle/709896869,Great,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS2DKL4PR312396,,Used,78398,76839.0,https://images.autotrader.com/pictures/atc_upload/565x421_2021GMCYukonSLE.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 22,555]","22,555",YUKON|Denali,White Frost Tricoat,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,WIlson Chevrolet,Stillwater,OK,74074,4.7,4059370102,https://www.autotrader.com/cars-for-sale/vehicle/711630278,Good,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2023,1GKS2JKL2PR370067,,Used,78397,77645.0,https://images.autotrader.com/hn/c/3e94fddb275a483a9575040f9b6e4463.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Silver]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 15,762]","15,762",YUKONXL|Denali,Sterling Metallic,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Meadows Chevrolet,Melbourne,AR,72556,,8702919388,https://www.autotrader.com/cars-for-sale/vehicle/703652101,Good,2024-04-19 122958
GMC Yukon XL Denali,GMC,Yukon XL,2023,1GKS2JKL0PR290329,,Used,78333,76888.0,https://images.autotrader.com/hn/c/abdf2f6753854966b54a0e9e9f483e43.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 19,532]","19,532",YUKONXL|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Poage Chevrolet,Wentzville,MO,63385,4.7,6363368234,https://www.autotrader.com/cars-for-sale/vehicle/709325401,Good,2024-04-19 122958
GMC Yukon Denali w/ Max Trailering Package,GMC,Yukon,2023,1GKS2DKL2PR432469,,Used,78313,76230.0,https://images.autotrader.com/hn/c/8acb7568c00149da8e54a8855a17d042.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 18 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 4 Wheel Drive]
Mileage = [Miles: 19,136]","19,136",YUKON|Denali,Onyx Black,SUV,Gasoline,8-Cylinder,4 wheel drive,14,18,,Premier Chrysler Dodge Jeep RAM of Lamesa,Lamesa,TX,79331,,8063327552,https://www.autotrader.com/cars-for-sale/vehicle/710386428,Good,2024-04-19 122958
GMC Yukon Denali,GMC,Yukon,2023,1GKS1DKL5PR440925,,Used,78310,76826.0,https://images.autotrader.com/hn/c/15d4acc40e8748309dfd435cdf7ebff6.jpg,"Interiorcolor = [Interior Color: Brown]
Transmission = [Transmission: 10-Speed Automatic]
Color = [Exterior Color: Blue]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 14 City / 20 Highway]
Engine = [Engine: 8-Cylinder]
Drivetype = [Drive Type: 2 Wheel Drive - Rear]
Mileage = [Miles: 6,712]","6,712",YUKON|Denali,Midnight Blue Metallic,SUV,Gasoline,8-Cylinder,2 wheel drive - rear,14,20,,Garber Automall,Green Cove Springs,FL,32043,,18665041841,https://www.autotrader.com/cars-for-sale/vehicle/710141649,Good,2024-04-19 122958
Genesis G90 3.5T,Genesis,G90,2023,KMTFC4SD7PU012613,,Used,99999,69727.0,https://images.autotrader.com/hn/c/8959325d96ef42af9e6b55267a0ebb07.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 16 City / 25 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 3,150]","3,150",GENG90|3.5T,Vik Black,SEDAN,Gasoline,6-Cylinder Turbo,All wheel drive,16,25,,Genesis of Lafayette,Lafayette,LA,70503,4.8,3374468467,https://www.autotrader.com/cars-for-sale/vehicle/704973727,,2024-04-19 122958
Genesis G90 3.5T,Genesis,G90,2024,KMTFC4SD1RU036828,,Used,91333,,https://images.autotrader.com/hn/c/e84b4d48a8314f92b89514f177611764.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: White]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 17 City / 24 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 490]",490,GENG90|3.5T,Verbier White,SEDAN,Gasoline,6-Cylinder Turbo,All wheel drive,17,24,,Genesis of Columbus OH,Columbus,OH,43231,,3802511944,https://www.autotrader.com/cars-for-sale/vehicle/710121770,,2024-04-19 122958
Genesis G90 3.5T,Genesis,G90,2024,KMTFC4SD0RU035590,,Certified,88888,,https://images.autotrader.com/hn/c/30c809b100af4ad49bf2b6314cf7deb3.jpg,"Interiorcolor = [Interior Color: Unavail]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Gray]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 17 City / 24 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 5,971]","5,971",GENG90|3.5T,Makalu Gray,SEDAN,Gasoline,6-Cylinder Turbo,All wheel drive,17,24,,Genesis of Atlanta,Atlanta,GA,30341,4.7,4703910963,https://www.autotrader.com/cars-for-sale/vehicle/709300364,,2024-04-19 122958
Genesis G90 3.5T,Genesis,G90,2023,KMTFC4SD9PU018994,,Used,88559,69063.0,https://images.autotrader.com/hn/c/323f69ed99914b97a575cd330a71b373.jpg,"Interiorcolor = [Interior Color: Black]
Transmission = [Transmission: 8-Speed Automatic]
Color = [Exterior Color: Black]
Fueltype = [Fuel Type: Gasoline]
Mpg = [MPG: 16 City / 25 Highway]
Engine = [Engine: 6-Cylinder Turbo]
Drivetype = [Drive Type: All Wheel Drive]
Mileage = [Miles: 1,139]","1,139",GENG90|3.5T,Vik Black,SEDAN,Gasoline,6-Cylinder Turbo,All wheel drive,16,25,,McGrath City Hyundai Genesis of Oak Park,Chicago,IL,60707,4.3,2248015573,https://www.autotrader.com/cars-for-sale/vehicle/712361426,,2024-04-19 122958
