State Name,City Name,Store Name,Store Address,Store Phone Number,Store Email,Store Instagram Account URL,Store Details Page URL
Florida,Tampa,DocMJ,"1419 W Waters Ave, Suite 113, Tampa, Florida 33604",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj-10#details
Florida,Tampa,Tetra Health Centers,"3010 E 138th Ave, Suite 102, Tampa, Florida 33613",(813) 304-0283,info@tetrahealthcenters.com,,https://weedmaps.com/doctors/tetra-health-centers-4#details
Florida,Eustis,Trulieve - Eustis,"2901 S Bay Street, Eustis, Florida 32726",(352) 689-1315,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-eustis-1#details
Florida,Tampa,Trulieve - Tampa Hillsborough,"4410 W. Hillsborough Ave, Tampa, Florida 33614",(813) 774-4961,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-tampa-hillsborough#details
Florida,Eustis,AYR Cannabis Dispensary Eustis,"15441 U.S. Highway 441, Eustis, Florida 32726",(351) 434-0310,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/liberty-health-sciences-eustis#details
Florida,Wesley Chapel,Curaleaf - Wesley Chapel,"19416 Bruce B Downs Boulevard, Wesley Chapel, Florida 33647",(813) 825-0325,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-wesley-chapel#details
Florida,Tavares,Allan Zubkin MD,"131 W Main St., Tavares, Florida 32778",(407) 405-1055,azmd@aol.com,,https://weedmaps.com/doctors/allan-zubkin-md#details
Missouri,Warrenton,Proper Cannabis - Warrenton,"711 N State Highway 47, Warrenton, Missouri 63383",(636) 255-8943,warrenton@properbrands.com,https://www.instagram.com/properbrands/,https://weedmaps.com/dispensaries/proper-cannabis-warrenton#details
Florida,Tampa,Trulieve - Tampa,"8602 North Dale Mabry Highway, Tampa, Florida 33614",(813) 333-2602,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-tampa#details
Florida,Tampa,Trulieve - Tampa Busch,"2916-2918 E. Busch Blvd, Tampa, Florida 33614",(813) 536-3235,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-tampa-busch#details
Florida,Tampa,Miracle Leaf - Central Tampa,"320 W. Fletcher Ave Suite 102, Tampa, Florida 33612",(813) 605-0191,centraltampa@miracleleaffl.com,https://www.instagram.com/miracleleafcorp_,https://weedmaps.com/doctors/miracle-leaf-health-centers#details
Florida,Tampa,Dynamic Health and Wellness Center,"320 W Fletcher Ave #102, Tampa, Florida 33612",(813) 605-0191,dynamichealth2018@gmail.com,https://www.instagram.com/dynamic health/,https://weedmaps.com/doctors/dynamics-health-and-wellness-center#details
Florida,Wesley Chapel,Omni Medical Services,"2527 Vanguard Circle Suite 101, Wesley Chapel, Florida 33544",(866) 417-2002,info@omnidoctors.com,,https://weedmaps.com/doctors/omni-medical-services-10#details
Florida,Clearwater,CannaMD,"13575 58th St North Suite 200, Clearwater, Florida 33760",(855) 420-9170,info@cannamd.com,www.instagram.com/mycannamd,https://weedmaps.com/doctors/cannamd-4b3d936c-7323-4df5-92a3-c7e1c850701b#details
Florida,Tampa,Family Medical Cannabis Clinic,"3405 W Fletcher Ave, Tampa, Florida 33618",(813) 603-4417,info@familymedicalcannabisclinic.com,,https://weedmaps.com/doctors/family-medical-cannabis-clinic#details
Florida,Tampa,MÜV Dispensary Tampa - Dale Mabry,"7229 N. Dale Mabry Hwy, Tampa, Florida 33614",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-tampa-dale-mabry#details
Florida,Tampa,Medical Marijuana Treatment Clinics of Florida,"3601 Madaca Ln, Unit 3601, Tampa, Florida 32303",(850) 906-5000,djenaiyab@mmtcfl.com,https://www.instagram.com/mmtcfl/,https://weedmaps.com/doctors/medical-marijuana-treatment-clinics-of-florida-77617999#details
Florida,Tampa,Curaleaf - Tampa Dale Mabry,"13755 North Dale Mabry Highway, Tampa, Florida 33618",(813) 851-0105,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-tampa-dale-mabry#details
Florida,Clearwater,MÜV Dispensary Clearwater - Roosevelt,"5555 Roosevelt Blvd, Clearwater, Florida 33760",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-dispensary-clearwater-roosevelt#details
Florida,Tampa,Village Medical Cannabis,"14502 North Dale Mabry Hwy Suit 326, Tampa, Florida 33618",(813) 968-3344,info@vmcmed.com,https://www.instagram.com/@villagemedicalcannabis/,https://weedmaps.com/doctors/village-medical-cannabis#details
Florida,Tampa,Omni Medical Services,"3903 Northdale Blvd. Suite #100E, Tampa, Florida 33624",(866) 417-2002,info@omnidoctors.com,,https://weedmaps.com/doctors/omni-medical-services-12#details
California,Wesley Chapel,Trulieve - Wesley Chapel,"27437 Wesley Chapel Blvd, Wesley Chapel, California 33544",(813) 734-8936,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-wesley-chapel#details
Florida,Tampa,Curaleaf - Tampa Citrus Park,"10612 Sheldon Road, Tampa, Florida 33626",(813) 771-0305,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-tampa-citrus-park#details
Oklahoma,Hartshorne,The Hootenanny,"1604 Pennsylvania Ave, Hartshorne, Oklahoma 74547",(918) 318-9224,hootenanny2021@gmail.com,,https://weedmaps.com/dispensaries/the-hootenanny#details
Florida,Largo,Curaleaf - Largo,"10289 Ulmerton Road, Largo, Florida 33771",(727) 371-8940,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-largo#details
Florida,Clearwater,Sunnyside Medical Cannabis Dispensary - Clearwater,"19042 US HWY 19 N, Clearwater, Florida 33764",(727) 477-1600,info@sunnyside.shop,https://www.instagram.com/sunnyside.dispensary/,https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-clearwater#details
Florida,Tampa,Trulieve - Tampa Citrus Park,"8625 Citrus Park Dr, Tampa, Florida 33625",(813) 592-4472,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-tampa-citrus-park#details
Florida,Largo,Trulieve - Largo,"2076 Seminole Blvd., Largo, Florida 33763",(727) 754-6403,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-largo#details
Florida,Clearwater,Tetra Health Centers,"2963 Gulf To Bay Blvd Suite 310, Clearwater, Florida 33759",(727) 351-5117,info@tetrahealthcenters.com,,https://weedmaps.com/doctors/tetra-health-centers-3#details
Florida,Tampa,Green Dragon - Tampa,"12807 W Hillsborough Ave Suite C&D, Tampa, Florida 33635",(813) 212-4868,florida@greendragon.com,,https://weedmaps.com/dispensaries/green-dragon-tampa#details
Florida,Lutz,Curaleaf - Lutz,"1408 Dale Mabry Hwy, Lutz, Florida 33548",(813) 803-8188,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-lutz#details
Florida,Clearwater,Trulieve - Clearwater Gulf to Bay,"2790 Gulf To Bay Blvd, Clearwater, Florida 33759",(727) 274-1659,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-clearwater-gulf-to-bay-medical-dispensary#details
Florida,Land O Lakes,AYR Cannabis Dispensary Land O Lakes,"21529 Village Lakes Shopping Center Dr, Land O Lakes, Florida 34639",(656) 600-9697,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-land-o-lakes#details
Florida,Lutz,MÜV Dispensary Lutz,"21126 FL-54 Ste 104, Lutz, Florida 33558",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-dispensary-lutz#details
Florida,Clearwater,AYR Cannabis Dispensary Clearwater,"314 S. Belcher Rd., Clearwater, Florida 33765",(727) 666-7691,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-clearwater#details
Florida,Oldsmar,Compassionate Care of Florida,"3980 Tampa Road Suite 206, Oldsmar, Florida 34677",(813) 491-4006,info@compassionatecarefla.com,,https://weedmaps.com/doctors/compassionate-care-of-florida#details
Missouri,O'fallon,Missouri Wild Alchemy,"2173 West Terra lane, O'fallon, Missouri 63366",(636) 887-0977,contactus@missouriwild.com,,https://weedmaps.com/dispensaries/missouri-wild-alchemy-4#details
Florida,Clearwater,Curaleaf - Clearwater,"2082 Gulf to Bay Boulevard, Clearwater, Florida 33765",(727) 285-9120,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-clearwater#details
Florida,Largo,THC Doctor,"7250 Ulmerton Road, Suite G, Largo, Florida 33771",(727) 351-7052,richramases@gmail.com,,https://weedmaps.com/doctors/thc-doctor#details
Florida,Clearwater,Omni Medical Services,"2454 McMullen Booth Rd. #700, Clearwater, Florida 33759",(866) 417-2002,info@omnidoctors.com,,https://weedmaps.com/doctors/omni-medical-services-15#details
Florida,Clearwater,DocMJ,"24761 US Highway 19 North, Suite 640, Clearwater, Florida 33763",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj-4#details
Florida,Clearwater,ChoiceMedGroup,"25400 US 19 North Suite 259, Clearwater, Florida 33763",(727) 523-3700,info@choicemedgroup.com,,https://weedmaps.com/doctors/choicemedgroup#details
Missouri,O'Fallon,Terrabis - O'Fallon,"1172 W. Terra Lane, O'Fallon, Missouri 63366",(971) 246-2253,marketing@terrabis.co,https://www.instagram.com/terrabis_hq/,https://weedmaps.com/dispensaries/terrabis-o-fallon#details
Florida,Clearwater,Florida Family Medical Centers,"818 Chestnut St, Clearwater, Florida 33756",(727) 443-7478,customerservice@weedmaps.com,,https://weedmaps.com/doctors/florida-family-medical-centers#details
Florida,Clearwater,The Flowery - Clearwater,"1201 N Highland Ave., Clearwater, Florida 33755",(305) 912-2929,hello@theflowery.co,https://instagram.com/theflowery.florida,https://weedmaps.com/dispensaries/the-flowery-clearwater#details
Missouri,Lake Saint Louis,The Source Cannabis - Lake Saint Louis,"859 Robert Raymond Drive, Lake Saint Louis, Missouri 63367",(636) 355-9333,info@thesource-mj.com,,https://weedmaps.com/dispensaries/the-source-cannabis-lake-saint-louis#details
Illinois,Effingham,RISE Dispensaries Effingham,"1011 Ford Ave, Suite C, Effingham, Illinois 62401",(217) 727-7715,effingham@risecannabis.com,https://www.instagram.com/risedispensariesillinois/,https://weedmaps.com/dispensaries/rise-effingham#details
Florida,Clearwater,Joseph Haas,"2430 Estancia Blvd Suite 104, Clearwater, Florida 33761",(727) 723-2442,customerservice@weedmaps.com,,https://weedmaps.com/doctors/joseph-haas#details
Florida,Palm Harbor,Medical Marijuana Treatment Clinics of Florida,"3450 East Lake Rd. Ste 303, Palm Harbor, Florida 34685",(850) 906-5000,djenaiyab@mmtcfl.com,https://www.instagram.com/mmtcfl/,https://weedmaps.com/doctors/medical-marijuana-treatment-clinics-of-florida-77617997#details
Florida,Dunedin,Trulieve - Dunedin,"1846 Main Street, Dunedin, Florida 34698",(727) 513-6304,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-dunedin-3#details
Florida,Clearwater,Trulieve - Clearwater,"24639 US HWY 19 N, Clearwater, Florida 33763",(727) 288-2540,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-2#details
Florida,Clearwater,MÜV Dispensary Clearwater - 19 North,"29901 US Highway 19 N, Clearwater, Florida 33761",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-clearwater-19north#details
Florida,Clearwater Beach,Trulieve - Clearwater Beach,"645 Bayway Blvd, Clearwater Beach, Florida 33767",(727) 254-5636,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-clearwater#details
Florida,Clearwater,Marijuana Doctor - Clearwater Palm Harbor,"30109 US Hwy 19 North, Clearwater, Florida 33761",(844) 442-0362,appointments@marijuanadoctor.com,https://www.instagram.com/marijuanadocfl/,https://weedmaps.com/doctors/marijuana-doctor-8#details
Florida,Dunedin,"Dr. Renata Teytlebaum, MD","585 Main St., Dunedin, Florida 34698",(727) 734-6777,Customerservice@weedmaps.com,,https://weedmaps.com/doctors/dr-renata-teytlebaum-md#details
Missouri,Saint Peters,The Mint Cannabis St Peters,"150 Mid Rivers Mall Cir, Saint Peters, Missouri 63376",(636) 387-1144,marketingmint@themintdispensary.com,,https://weedmaps.com/dispensaries/the-mint-cannabis-st-peters#details
Florida,Palm Harbor,Trulieve - Palm Harbor,"30600 US Hwy 19, Palm Harbor, Florida 34684",(727) 500-1661,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-palm-harbor-1#details
Florida,Palm Harbor,AYR Cannabis Dispensary Palm Harbor,"31487 US Hwy 19 N, Palm Harbor, Florida 34684",(727) 559-1142,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/liberty-health-sciences-palm-harbor#details
Missouri,St Peters,Heya Wellness St Charles,"4300 North Service Road, St Peters, Missouri 63376",(636) 344-0767,marketing@heyawellness.com,https://www.instagram.com/heyastpeters/,https://weedmaps.com/dispensaries/heya-wellness-st-charles#details
Missouri,St. Peters,SWADE Cannabis - St. Peters,"146 Jungermann Road, St. Peters, Missouri 63376",(314) 924-6500,info@swadecannabis.com,https://www.instagram.com/swade_canna/,https://weedmaps.com/dispensaries/swade-cannabis#details
Missouri,St Charles,Bloom - O'Fallon Dispensary,"6700 Hwy N, St Charles, Missouri 63304",(636) 270-2600,Info@bloommissouri.com,https://www.instagram.com/bloommedicinals/,https://weedmaps.com/dispensaries/bloom-medicinals-o-fallon#details
Illinois,Alton,Alton Dispensary,"1400 E Broadway, Alton, Illinois 62002",(618) 330-0420,sduncan@subseroholding.com,,https://weedmaps.com/dispensaries/alton-dispensary-1#details
Missouri,Saint Peters,Kind Goods - St. Peters,"3899 Veterans Memorial Pkwy, Saint Peters, Missouri 63376",(636) 626-2300,info@thekindgoods.com,https://www.instagram.com/thekindgoods/,https://weedmaps.com/dispensaries/kind-goods-st-peters#details
Florida,Palm Harbor,Sunnyside Medical Cannabis Dispensary - Palm Harbor,"35098 US Hwy 19N, Palm Harbor, Florida 34684",(727) 591-8688,info@sunnyside.shop,,https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-palm-harbor#details
Florida,Land O Lakes,Trulieve - Land O Lakes,"17704 Aprile Dr. Suite 10, Land O Lakes, Florida 34638",(813) 213-0133,info@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-land-o-lakes#details
Missouri,Cottleville,Thrive Cottleville,"4800 Mid Rivers Mall Drive, Cottleville, Missouri 63376",(636) 557-7221,hello@thrive-mo.com,https://www.instagram.com/thrivecottleville/,https://weedmaps.com/dispensaries/thrive-cottleville#details
Florida,Palm Harbor,Dr. Jairo Libreros Cupido,"36338 US 19 North, Palm Harbor, Florida 34684",(727) 773-8886,customerservice@weedmaps.com,,https://weedmaps.com/doctors/dr-jairo-libreros-cupido#details
Missouri,St. Charles,Cannabis Doctors US - St. Charles,"222 S. 2nd St., St. Charles, Missouri 63301",(888) 420-1536,cannabisdoctorsus@aol.com,,https://weedmaps.com/doctors/cannabis-doctors-us-2#details
Florida,Palm Harbor,Curaleaf - Palm Harbor,"35388 US Highway 19 North, Palm Harbor, Florida 34683",(727) 288-9922,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-palm-harbor#details
Oklahoma,Colcord,RedBilly Dispensary,"3144 Highway 412, Colcord, Oklahoma 74338",(918) 226-1152,ssredbillydispensary@redbilly.com,https://www.instagram.com/redbillybrand/?hl=en,https://weedmaps.com/dispensaries/redbilly-dispensary#details
Oklahoma,Watts,Flight 420 - West Siloam Springs,"3455 Highway 412 W, Watts, Oklahoma 74964",(918) 262-3015,customer@greenhorizonsok.com,https://www.instagram.com/firstclassflight/,https://weedmaps.com/dispensaries/flight-420-west-siloam-springs#details
Missouri,O'Fallon,Good Day Farm - O'Fallon,"1140 Technology Drive, O'Fallon, Missouri 63368",(636) 323-3907,ahitchcock@gooddayfarm.com,https://www.instagram.com/gooddayfarmmo/,https://weedmaps.com/dispensaries/good-day-farm-ofallon#details
Missouri,Florissant,Feel State - Florissant,"444 Howdershell Rd., Florissant, Missouri 63031",(314) 254-0044,info@myfeelstate.com,https://www.instagram.com/feelstateflorissant/,https://weedmaps.com/dispensaries/feel-state-florissant#details
Missouri,St. Peters,High Profile St. Charles,"1416 Harvestowne Industrial Dr, St. Peters, Missouri 63304",(636) 224-6033,AAugustine@c3industries.com,https://www.instagram.com/highprofileofficial/,https://weedmaps.com/dispensaries/high-profile-45#details
Missouri,St Charles,Root 66 - St Peters,"3004 S St Peters Pwky, St Charles, Missouri 63303",+36 33 738 329,stpeters@root66cannabis.com,,https://weedmaps.com/dispensaries/root-66-st-peters#details
Oklahoma,West Siloam Springs,Affordable Medical Cannabis - West Siloam Springs,"2886 Highway 412 Suite D, West Siloam Springs, Oklahoma 74338",(918) 262-3064,affordablemedicalinc1@gmail.com,,https://weedmaps.com/dispensaries/affordable-medical-cannabis-west-siloam-springs#details
Oklahoma,West Siloam Springs,Hometown Stash,"720 Stateline Rd Ste A, West Siloam Springs, Oklahoma 74338",(918) 226-9023,hometownstash@gmail.com,https://www.instagram.com/hometownstash/,https://weedmaps.com/dispensaries/hometown-stash#details
Florida,St. Augustine,AYR Cannabis Dispensary St. Augustine,"2198 A1A S ST, St. Augustine, Florida 32080",(904) 615-9244,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-st-augustine#details
Florida,Tarpon Springs,Trulieve - Tarpon Springs,"40545 US Hwy 19 N Suite D, Tarpon Springs, Florida 34689",(727) 500-1014,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-tarpon-springs-1#details
Florida,New Port Richey,DocMJ,"3531 Little Rd., New Port Richey, Florida 34655",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj#details
Missouri,FLORISSANT,BELL CHIROPRACTIC & PAIN MANAGEMENT,"493 RUE SAINT FRANCOIS SUITE 1A, FLORISSANT, Missouri 63031",(314) 838-1983,info@BellChiroStL.com,,https://weedmaps.com/doctors/bell-chiropractic-pain-management#details
Missouri,Hazelwood,Terrabis - Hazelwood,"7766 N. Lindbergh Blvd, Hazelwood, Missouri 63042",(314) 942-0935,marketing@terrabis.co,https://www.instagram.com/terrabis_hq/,https://weedmaps.com/dispensaries/terrabis-hazelwood#details
Florida,Tampa,AYR Cannabis Dispensary Tarpon Springs,"41680 US Highway 19 N, Tampa, Florida 34689",(727) 722-9000,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-tarpon-springs#details
Florida,Orlando,Trulieve - Orlando Millenia,"4192 Conroy Rd, Orlando, Florida 32839",(321) 340-2040,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-orlando-millenia-1#details
Florida,Lakeland,AYR Cannabis Dispensary Lakeland,"6990 Florida Ave. S., Lakeland, Florida 33813",(863) 213-5466,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-lakeland#details
Florida,Winter Park,Cannabis Consultants,"1320 S Orlando Ave Unit 4, Winter Park, Florida 32789",(407) 203-9066,Info@flcannabisconsultant.com,https://www.instagram.com/cannabisconsultantsfl/,https://weedmaps.com/doctors/cannabis-consultants-1#details
Florida,Orlando,AYR Cannabis Dispensary Orlando (Turkey Lake),"7720 Turkey Lake Rd, #104, Orlando, Florida 32819",(407) 447-8705,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-orlando-turkey-lake#details
Florida,Orlando,Curaleaf - Orlando International Drive,"6600 International Drive, Orlando, Florida 32819",(321) 710-4020,Info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-orlando-international-drive#details
Florida,Orlando,CannaMD - Marijuana Doctor,"2295 S Hiawassee Rd #104, Orlando, Florida 32835",(855) 420-9170,info@cannamd.com,https://www.instagram.com/mycannamd/,https://weedmaps.com/doctors/cannamd-marijuana-doctor-4#details
Florida,Orlando,DocMJ,"1221 W. Colonial Dr, Suite 103, Orlando, Florida 32804",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj-b43e5390-9c20-4156-a2d7-f6938227c3fe#details
Florida,Orlando,Omni Medical Services,"5401 S. Kirkman Road #310, Orlando, Florida 32819",(866) 417-2002,info@omnidoctors.com,,https://weedmaps.com/doctors/omni-medical-services-14#details
Florida,Orlando,CannaMD - Marijuana Doctor,"7932 W. Sand Lake Road. Suite #205, Orlando, Florida 32819",(855) 420-9170,info@cannamd.com,https://www.instagram.com/mycannamd/,https://weedmaps.com/doctors/cannamd-marijuana-doctor#details
Florida,Orlando,Rxpo.com,"1801 E Colonial Dr, Orlando, Florida 32803",(954) 326-0114,bob@cmmdr.com,,https://weedmaps.com/doctors/rxpo-com-4#details
Florida,Bradenton,Curaleaf - Bradenton Hwy 64,"4227 Manatee Ave E FL-64, Bradenton, Florida 34208",(941) 557-6655,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-bradenton-hwy-64#details
Florida,Orlando,Dr. Marissa Magsino,"7450 Dr. Phillips Boulevard, Suite 204, Orlando, Florida 32819",(407) 292-6778,mwimedicine@gmail.com,,https://weedmaps.com/doctors/dr-marissa-magsino#details
Texas,Houston,Dr. Joshua Rotenberg,"902 frostwood Dr, Houston, Texas 77024",(713) 464-4107,clinicrotenberg@houstonspeacialtyclinic.com,,https://weedmaps.com/doctors/dr-joshua-rotenberg#details
Florida,Casselberry,Medical Marijuana Treatment Clinics of Florida,"515 SR 436, Suite 1006, Casselberry, Florida 32707",(850) 906-5000,info@mmtcfl.com,https://www.instagram.com/mmtcfl/,https://weedmaps.com/doctors/medical-marijuana-treatment-clinics-of-florida-6#details
Florida,Bradenton,AYR Cannabis Dispensary Bradenton,"1475 Cortez Rd. W, Bradenton, Florida 34207",(239) 747-6488,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-bradenton#details
Ohio,Cincinnati,Ohio Green Releaf,"4983 Delhi Pike Ste. 5, Cincinnati, Ohio 45238",(513) 975-0001,ohiogreenreleaf@icloud.com,https://www.instagram.com/ohiogreenreleaf/?hl=en,https://weedmaps.com/doctors/ohio-green-releaf#details
Florida,Lakeland,Medical Marijuana Treatment Clinics of Florida,"215 Imperial Blvd #1, Lakeland, Florida 33803",(850) 906-5000,info@mmtcfl.com,https://www.instagram.com/mmtcfl/,https://weedmaps.com/doctors/medical-marijuana-treatment-clinics-of-florida-3#details
Florida,Bradenton,Curaleaf - Bradenton,"2605 Cortez Road West, Bradenton, Florida 34207",(941) 216-0090,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-bradenton#details
Florida,Fern Park,Sunnyside Medical Cannabis Dispensary (formerly One Plant) - Fern Park,"134 Fernwood Blvd, Fern Park, Florida 32730",(407) 375-6234,listings@sunnyside.shop,https://www.instagram.com/sunnyside.dispensary,https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-orlando-fern-park#details
Florida,Bradenton,Suncoast Family Medicine,"607 Manatee Avenue East, Suite 101, Bradenton, Florida 34208",(941) 448-5854,suncoastfamilymed@gmail.com,,https://weedmaps.com/doctors/suncoast-family-medicine#details
Florida,Bradenton,DocMJ,"1109 14th St W, Bradenton, Florida 34205",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj-28#details
Florida,Casselberry,Rxpo.com,"3238 US 1792, Casselberry, Florida 32707",(954) 326-0114,bobisbusy@gmail.com,,https://weedmaps.com/doctors/rxpo-com-3#details
Florida,Orlando,Green Dragon - Orlando,"800 Lee Road, Orlando, Florida 32810",(407) 845-9314,florida@greendragon.com,,https://weedmaps.com/dispensaries/green-dragon-orlando#details
Florida,Bradenton,Medical Marijuana Treatment Clinics of Florida,"5306 Cortez Rd W. Ste 2, Bradenton, Florida 34210",(850) 906-5000,info@mmtcfl.com,https://www.instagram.com/mmtcfl/,https://weedmaps.com/doctors/medical-marijuana-treatment-clinics-of-florida-8ab2c0fa-d606-4558-aad3-d1d600e12bcd#details
Florida,Longwood,AYR Cannabis Dispensary Longwood,"750 S US Hwy 17 92, Longwood, Florida 32750",(407) 794-1605,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-longwood#details
Florida,Bradenton,MedWell Health & Wellness,"5203 West Cortez Road Suite 3, Bradenton, Florida 34210",(727) 440-4808,kayla@medwellhealth.net,www.instagram.com/medwellhealthfl,https://weedmaps.com/doctors/medwell-health-wellness-16#details
Florida,Lakeland,Surterra Wellness Center - Lakeland,"1222 S. Florida Ave, Lakeland, Florida 33803",(863) 225-8600,wellness@surterra.com,,https://weedmaps.com/dispensaries/surterra-wellness-lakeland#details
Florida,Orlando,Trulieve - Orlando,"4544 N Orange Blossom Trail, Orlando, Florida 32804",(407) 286-1862,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-orlando#details
Florida,Orlando,Cookies Orlando,"1345 Lee Rd, Orlando, Florida 32810",(407) 337-7057,mike.l@trp.co,https://www.instagram.com/cookiesorlando.fl/,https://weedmaps.com/dispensaries/cookies-orlando#details
Florida,Sanford,Curaleaf - Sanford,"610 Lake Minnie Dr, Sanford, Florida 32773",(407) 531-8590,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-sanford#details
Florida,Sanford,Marijuana Doctor - Sanford,"610 Lake Minnie Dr., Sanford, Florida 32773",(844) 442-0362,appointments@marijuanadoctor.com,https://www.instagram.com/marijuanadocfl/,https://weedmaps.com/doctors/marijuana-doctor-25#details
Florida,Sanford,Marijuana Doctor - Sanford,"610 Lake Minnie Drive, Sanford, Florida 32773",(844) 442-0362,info@marijuanadoctor.com,https://www.instagram.com/marijuanadocfl/,https://weedmaps.com/doctors/marijuanadoctor-com-sanford#details
Florida,Lakeland,The Sanctuary Wellness Institute,"122 E Main St, Lakeland, Florida 33801",(863) 588-3186,info@sanctuarywellnessinstitute.com,https://www.instagram.com/sanctuarywellnessinstitute/,https://weedmaps.com/doctors/the-sanctuary-wellness-institute-16#details
Florida,Bradenton,MÜV Dispensary Bradenton - 75th West,"4312 75th St W, Bradenton, Florida 34209",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-dispensary-bradenton-75th-west#details
Florida,Longwood,TreeLeaf Healing Center,"282 Short Ave., Suite 116, Longwood, Florida 32750",(407) 683-6240,kelly.treeleafhealing@gmail.com,,https://weedmaps.com/doctors/treeleaf-healing-center#details
Florida,Lakeland,MÜV Dispensary Lakeland,"224 N. Florida Ave, Lakeland, Florida 33801",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-dispensary-lakeland#details
Florida,Orlando,Sunnyside Medical Cannabis Dispensary Orlando - West,"6990 W Colonial Dr, Orlando, Florida 32818",(407) 794-2743,info@sunnyside.shop,,https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-orlando-west#details
