Company Name,Phone No 1,Phone No 2,Phone No 3,Phone No 4,Phone No 5,Address,City,State,Postal Code,URL
BE Gold Building Maintenance,(778) 938-6738,,,,,400 601 W Broadway St ,Vancouver,BC,V5Z 4C2,https://www.bbb.org/ca/bc/vancouver/profile/property-maintenance/be-gold-building-maintenance-0037-1366678
Kitchen Korner,(604) 856-4134,(604) 856-2975,,,,26929 Fraser Hwy ,Aldergrove,BC,V4W 3E4,https://www.bbb.org/ca/bc/aldergrove/profile/cabinet-maker/kitchen-korner-0037-113495
Dayliter Skylights,(604) 856-4530,,,,,5492 275 St ,Langley,BC,V4W 3X7,https://www.bbb.org/ca/bc/langley/profile/skylights/dayliter-skylights-0037-1265458
Sapphire Glass Inc,(778) 996-0219,,,,,107 422 Richards Street ,Vancouver,BC,V6B 2Z4,https://www.bbb.org/ca/bc/vancouver/profile/glass-company/sapphire-glass-inc-0037-1383820
Nika Roofing Ltd.,(778) 858-7122,(778) 316-7958,,,,1110 27th St ,North Vancouver,BC,V7J 1S2,https://www.bbb.org/ca/bc/north-vancouver/profile/roofing-contractors/nika-roofing-ltd-0037-1285606
Pacific West Exteriors Ltd.,(604) 733-1347,,,,,111 1790 W 10 Ave ,Vancouver,BC,V6J 2A6,https://www.bbb.org/ca/bc/vancouver/profile/roofing-contractors/pacific-west-exteriors-ltd-0037-1282254
Concorde Property Services Ltd.,(604) 880-7583,,,,,211 3030 Lincoln Ave ,Coquitlam,BC,V3B 6B4,https://www.bbb.org/ca/bc/coquitlam/profile/property-maintenance/concorde-property-services-ltd-0037-1285884
Incredible Restorations Ltd.,(604) 639-0990,,,,,29 8980 Fraserwood Crt ,Burnaby,BC,V5J 5H7,https://www.bbb.org/ca/bc/burnaby/profile/fire-water-damage-restoration/incredible-restorations-ltd-0037-170260
Allied Plastic Skylights,(604) 888-4545,(604) 888-8156,,,,19352 94 Ave ,Surrey,BC,V4N 4E4,https://www.bbb.org/ca/bc/surrey/profile/skylights/allied-plastic-skylights-0037-141439
Samra Bros Builders Inc.,(604) 351-7487,(604) 540-6551,(604) 540-6533,,,2126 132A St ,Surrey,BC,V4A 9N1,https://www.bbb.org/ca/bc/surrey/profile/commercial-roofing/samra-bros-builders-inc-0037-1283295
K & W Glass Innovations Ltd.,(604) 319-5813,,,,,4 145 Schoolhouse St ,Coquitlam,BC,V3K 4X8,https://www.bbb.org/ca/bc/coquitlam/profile/skylights/k-w-glass-innovations-ltd-0037-1368735
3E Glass Ltd,(604) 277-2929,(604) 277-8900,,,,1545 Cliveden Ave ,Delta,BC,V3M 6P7,https://www.bbb.org/ca/bc/delta/profile/glass-repair/3e-glass-ltd-0037-1245677
Keron Industries Inc,(604) 531-6664,(604) 531-6664,,,,13885 18 Avenue ,Surrey,BC,V4A 1W6,https://www.bbb.org/ca/bc/surrey/profile/home-improvement/keron-industries-inc-0037-124183
Accountable Roofing Services Ltd.,(604) 762-5300,,,,,19613 46 Ave ,Langley,BC,V3A 3G8,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/accountable-roofing-services-ltd-0037-1279860
Cerko Consulting Services Ltd,(604) 961-2948,,,,,23 1561 Booth Ave ,Coquitlam,BC,V3K 6Z9,https://www.bbb.org/ca/bc/coquitlam/profile/chimney-repair/cerko-consulting-services-ltd-0037-1224899
Walnut Grove Glass and Aluminum Ltd.,(604) 888-5489,,,,,1 20043 92A Ave ,Langley,BC,V1M 3A5,https://www.bbb.org/ca/bc/langley/profile/window-installation/walnut-grove-glass-and-aluminum-ltd-0037-205428
Aurora Roofing LM,(604) 614-1653,,,,,6 19427 92nd Ave ,Surrey,BC,V4N 4G6,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/aurora-roofing-lm-0037-2400845
Blackline Enterprises Inc.,(604) 229-7005,,,,,345 19358 96 Ave ,Surrey,BC,V4N 4C1,https://www.bbb.org/ca/bc/surrey/profile/building-envelope-restoration/blackline-enterprises-inc-0037-1385432
TechPro Roofing Ltd.,(604) 371-2505,,,,,145 19358 96 Ave ,Surrey,BC,V4N 4C1,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/techpro-roofing-ltd-0037-1279195
ROTban Ultra Cleaning Corp,(604) 576-5822,,,,,PO Box 3160 STN LCD1 ,Langley,BC,V3A 4R5,https://www.bbb.org/ca/bc/langley/profile/roof-cleaning/rotban-ultra-cleaning-corp-0037-1254905
Monarch Roofing Services,(778) 789-0419,,,,,209-1021 4th Ave ,New Westminster,BC,V3M 1T3,https://www.bbb.org/ca/bc/new-westminster/profile/roofing-contractors/monarch-roofing-services-0037-1299599
G C W Consultants Ltd,(604) 524-4071,,,,,502 11 St ,New Westminster,BC,V3M 4G3,https://www.bbb.org/ca/bc/new-westminster/profile/roofing-consultants/g-c-w-consultants-ltd-0037-163683
Jordan Douglas Exterior Cleaning,(604) 210-6699,,,,,2nd Fl 8661 201 St ,Langley,BC,V2Y 0G9,https://www.bbb.org/ca/bc/langley/profile/exterior-building-cleaning/jordan-douglas-exterior-cleaning-0037-1296659
Tremco Ltd,(604) 520-3801,(604) 520-5966,,,,1127 Derwent Wy ,New Westminster,BC,V3M 5R4,https://www.bbb.org/ca/bc/new-westminster/profile/roofing-consultants/tremco-ltd-0037-120833
BC Roof Inspections,(604) 539-2510,,,,,201 19486 60 Ave ,Surrey,BC,V3S 3S7,https://www.bbb.org/ca/bc/surrey/profile/roof-inspection/bc-roof-inspections-0037-1250322
4ever Finishing & Carpentry,(778) 865-4293,,,,,7185 Hall Rd ,Surrey,BC,V3W 4X5,https://www.bbb.org/ca/bc/surrey/profile/carpenter/4ever-finishing-carpentry-0037-1383770
A2Z While You Were Out Reno's,,,,,,6758 King George Hwy ,Surrey,BC,V3W 4Z5,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/a2z-while-you-were-out-renos-0037-1228756
Secura Custom Homes Ltd.,(604) 761-9268,,,,,13570 79A Avenue ,Surrey,BC,V3W 6S5,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/secura-custom-homes-ltd-0037-1365540
U V V Renovation Company Ltd,(778) 865-5265,,,,,14275 62 Ave ,Surrey,BC,V3X 0B8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/u-v-v-renovation-company-ltd-0037-2419072
Aquarius Mechanical Services Inc,(604) 597-0699,(604) 597-0697,,,,15417 80a Ave ,Surrey,BC,V3S 7X7,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/aquarius-mechanical-services-inc-0037-1186155
Shine Contracting & Construction Management Inc.,(604) 592-0666,,,,,105 13423 78 Ave ,Surrey,BC,V3W 0A8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/shine-contracting-construction-management-inc-0037-2414720
EOS Electrical & Renovation Ltd.,(604) 825-2503,,,,,PO Box 88536 RPO Newton ,Surrey,BC,V3W 0X1,https://www.bbb.org/ca/bc/surrey/profile/commercial-electrician/eos-electrical-renovation-ltd-0037-1375354
Gonzaga Management Contracting,(604) 597-7275,,,,,15643 78a Ave ,Surrey,BC,V3S 8H6,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/gonzaga-management-contracting-0037-1187091
Jamie Janda Contracting,(604) 657-8705,,,,,,Surrey,BC,V3S 4R4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/jamie-janda-contracting-0037-1260158
Summerfield Contracting Ltd.,(778) 895-7786,,,,,209 13308 76 Ave ,Surrey,BC,V3W 2W1,https://www.bbb.org/ca/bc/surrey/profile/home-improvement/summerfield-contracting-ltd-0037-1227057
Galaxy Building Maintenance & Labour Contractor,(604) 807-7020,,,,,202 - 15230 84 Ave ,Surrey,BC,V3S 2N1,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/galaxy-building-maintenance-labour-contractor-0037-1206922
Dubai Homes & Renovations Ltd.,(778) 628-9506,,,,,15433 82 Ave ,Surrey,BC,V3S 2K8,https://www.bbb.org/ca/bc/surrey/profile/home-improvement/dubai-homes-renovations-ltd-0037-2419109
Quick Work Construction Ltd,(604) 727-0015,,,,,13415 67 Ave ,Surrey,BC,V3W 8J8,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/quick-work-construction-ltd-0037-2421891
All Inclusive Home Improvement & Renovation Contracting,(778) 709-2749,,,,,8823 Delcourt Cres ,Delta,BC,V4C 3Z8,https://www.bbb.org/ca/bc/delta/profile/walkin-tubs/all-inclusive-home-improvement-renovation-contracting-0037-1290368
M & M Glass,(604) 588-7227,,,,,109 10439 173 St ,Surrey,BC,V4N 5H3,https://www.bbb.org/ca/bc/surrey/profile/glass-company/m-m-glass-0037-136116
Army Roofing Inc.,(778) 686-7663,,,,,"14084 115 Ave, ",Surrey,BC,V3R 2P6,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/army-roofing-inc-0037-1299508
Vinylco Windows Ltd.,(604) 587-5505,(604) 587-5561,,,,10798 Timberland Rd ,Surrey,BC,V3V 3T5,https://www.bbb.org/ca/bc/surrey/profile/windows/vinylco-windows-ltd-0037-1224937
AVS Windows Ltd.,(604) 582-8500,,,,,13070 115 Ave ,Surrey,BC,V3R 2T9,https://www.bbb.org/ca/bc/surrey/profile/windows/avs-windows-ltd-0037-125265
Midas Construction Inc.,(604) 240-8553,,,,,3277 Canterbury Dr ,Surrey,BC,V3S 0J4,https://www.bbb.org/ca/bc/surrey/profile/general-contractor/midas-construction-inc-0037-124699
BC Awning & Railings Inc.,(604) 521-2688,,,,,698 700 Derwent Way ,Delta,BC,V3M 5P8,https://www.bbb.org/ca/bc/delta/profile/railing/bc-awning-railings-inc-0037-1276529
Accurate Glass,(604) 472-1900,,,,,112 9 Burbidge St ,Coquitlam,BC,V3K 7B2,https://www.bbb.org/ca/bc/coquitlam/profile/glass-company/accurate-glass-0037-102083
Barney Ovans Roofing Ltd.,(604) 433-4020,,,,,4792 Neville St ,Burnaby,BC,V5J 2M3,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/barney-ovans-roofing-ltd-0037-115439
RooFix Services Inc.,(604) 444-4342,,,,,11 3051 Underhill Ave ,Burnaby,BC,V5A 3C2,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/roofix-services-inc-0037-222906
Ceron Roofing,(604) 454-9522,,,,,17 7228 Winston St ,Burnaby,BC,V5A 2G9,https://www.bbb.org/ca/bc/burnaby/profile/commercial-roofing/ceron-roofing-0037-1271357
G.C.West Construction Ltd.,(604) 880-8773,,,,,342 Blair Ave ,New Westminster,BC,V3L 4A2,https://www.bbb.org/ca/bc/new-westminster/profile/building-restoration/gcwest-construction-ltd-0037-1272591
Vanderloo Renovations,(604) 521-1567,,,,,111 Durham St ,New Westminster,BC,V3L 4H8,https://www.bbb.org/ca/bc/new-westminster/profile/commercial-roofing/vanderloo-renovations-0037-1269251
DoDo Roofing,(778) 554-0109,,,,,322 Mariner Way ,Coquitlam,BC,V3K 1N6,https://www.bbb.org/ca/bc/coquitlam/profile/roofing-contractors/dodo-roofing-0037-1384632
RenoPro Contractors Inc.,(604) 888-3331,,,,,15 19889 96 Ave ,Langley,BC,V1M 3C7,https://www.bbb.org/ca/bc/langley/profile/asbestos-removal/renopro-contractors-inc-0037-1291673
Raven Roofing Ltd,(604) 531-9619,,,,,18988 34A Ave ,Surrey,BC,V3Z 1A7,https://www.bbb.org/ca/bc/surrey/profile/commercial-roofing/raven-roofing-ltd-0037-1253937
Godard Roof Repair Service Ltd.,(604) 533-5888,,,,,1 19510 55 Ave ,Surrey,BC,V3S 8P7,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/godard-roof-repair-service-ltd-0037-146765
Surlang Roofing Ltd.,(604) 533-8322,,,,,6 19585 56 Ave ,Surrey,BC,V3S 6K3,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/surlang-roofing-ltd-0037-137532
G.K. Property Solutions Inc.,(778) 874-1146,,,,,19831 82 Ave ,Langley,BC,V2Y 1Y7,https://www.bbb.org/ca/bc/langley/profile/property-maintenance/gk-property-solutions-inc-0037-1290078
Ninja Roofing Ltd.,(778) 773-2716,,,,,1304 Ewen Ave ,New Westminster,BC,V3M 5E7,https://www.bbb.org/ca/bc/new-westminster/profile/roofing-contractors/ninja-roofing-ltd-0037-1258467
Harvey Roofing,(778) 554-0722,(778) 872-9051,,,,19761 56th Ave ,Langley,BC,V3A 3X8,https://www.bbb.org/ca/bc/langley/profile/commercial-roofing/harvey-roofing-0037-1286253
Manhire Sheet Metal & Cladding Ltd.,(778) 302-1772,,,,,,Surrey,BC,V3Z 9V2,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/manhire-sheet-metal-cladding-ltd-0037-2397992
LeakStop,(778) 650-2760,,,,,137 720 6 St ,New Westminster,BC,V3L 3C5,https://www.bbb.org/ca/bc/new-westminster/profile/roofing-contractors/leakstop-0037-2424529
Cascade Roofing & Exteriors Inc.,(604) 792-9600,,,,,7968 Venture Pl ,Chilliwack,BC,V2R 0K2,https://www.bbb.org/ca/bc/chilliwack/profile/roofing-contractors/cascade-roofing-exteriors-inc-0037-1243180
Fraser Valley Roofing Ltd.,(604) 795-6620,,,,,44687 Chalmer Pl ,Chilliwack,BC,V2R 0H8,https://www.bbb.org/ca/bc/chilliwack/profile/roofing-contractors/fraser-valley-roofing-ltd-0037-1211715
M J D Glass Installations,(604) 625-7718,,,,,45787 Yale Rd ,Chilliwack,BC,V2P 2N5,https://www.bbb.org/ca/bc/chilliwack/profile/windows/m-j-d-glass-installations-0037-178103
Unger Window and Door Ltd.,(604) 792-7877,,,,,8753 Young Rd ,Chilliwack,BC,V2P 4P3,https://www.bbb.org/ca/bc/chilliwack/profile/windows/unger-window-and-door-ltd-0037-1249458
Precise Roofing,(604) 855-2857,,,,,46014 Clarke Dr ,Chilliwack,BC,V2P 3N6,https://www.bbb.org/ca/bc/chilliwack/profile/roofing-contractors/precise-roofing-0037-1268845
JDM Roofing,(604) 392-2910,(604) 787-4016,(888) 594-2910,,,P.O. Box 104 Station Main ,Chilliwack,BC,V2P 6H7,https://www.bbb.org/ca/bc/chilliwack/profile/roofing-contractors/jdm-roofing-0037-1298331
Menor Brothers Contracting Inc.,(778) 676-0907,,,,,9971 7th St ,Sidney,BC,V8L 2V9,https://www.bbb.org/ca/bc/sidney/profile/roofing-contractors/menor-brothers-contracting-inc-0047-90009920
Parker Johnston Group of Companies,(250) 652-1818,(250) 544-1862,,,,Unit B-10045 McDonald Park Rd ,Sidney,BC,V8L 5Y2,https://www.bbb.org/ca/bc/sidney/profile/roofing-contractors/parker-johnston-group-of-companies-0047-149
Lorenz Developments Ltd.,(604) 892-7652,(778) 378-7652,,,,1048 Jay Cr ,Squamish,BC,V8B 0P3,https://www.bbb.org/ca/bc/squamish/profile/general-contractor/lorenz-developments-ltd-0037-1252661
Donnelly Skylights,(250) 924-8828,,,,,4447 Yellow Point Rd ,Ladysmith,BC,V9G 1G5,https://www.bbb.org/ca/bc/ladysmith/profile/skylights/donnelly-skylights-0047-16311
Clear Choice Contracting,(250) 857-2878,,,,,4601 Lincolnshire Pl ,Cowichan Bay,BC,V0R 1N2,https://www.bbb.org/ca/bc/cowichan-bay/profile/vinyl-windows/clear-choice-contracting-0047-235955206
ADND Contracting,(604) 991-2633,,,,,Box 377 50977 Yale Rd E ,Rosedale,BC,V0X 1X0,https://www.bbb.org/ca/bc/rosedale/profile/metal-roofing-contractors/adnd-contracting-0037-1296835
Capax Roofing & Contracting,(250) 893-8391,,,,,1217 Braithwaite Dr ,Cobble Hill,BC,V0R 1L4,https://www.bbb.org/ca/bc/cobble-hill/profile/roofing-contractors/capax-roofing-contracting-0047-235955202
Parker Glass Ltd.,(250) 652-1174,(250) 652-1190,,,,6 - 6782 Veyaness Rd ,Saanichton,BC,V8M 2A7,https://www.bbb.org/ca/bc/saanichton/profile/window-glass/parker-glass-ltd-0047-28474
Proper Roofing Ltd.,(778) 554-8350,,,,,,Coquitlam,BC,V3K 3H5,https://www.bbb.org/ca/bc/coquitlam/profile/roofing-contractors/proper-roofing-ltd-0037-2419231
Tyrrell Projects Inc,(778) 928-5894,,,,,4420 202 Street ,Langley,BC,V3A 6K2,https://www.bbb.org/ca/bc/langley/profile/general-contractor/tyrrell-projects-inc-0037-1273706
Gentry Exteriors Inc.,(604) 533-7662,,,,,19935 38A Ave ,Langley,BC,V3A 2B1,https://www.bbb.org/ca/bc/langley/profile/general-contractor/gentry-exteriors-inc-0037-1263964
Rainmaster Roofing Ltd,(604) 518-4530,,,,,7276 209A St ,Langley,BC,V2Y 2E4,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/rainmaster-roofing-ltd-0037-1261646
Design Roofing & Sheet Metal Ltd,(604) 944-2977,(604) 944-2916,,,,1385 Kingsway Ave ,Port Coquitlam,BC,V3C 1S2,https://www.bbb.org/ca/bc/port-coquitlam/profile/roofing-contractors/design-roofing-sheet-metal-ltd-0037-124563
Campbell & Grill Ltd,(604) 431-9505,(604) 431-9518,,,,10 7315 Meadow Ave ,Burnaby,BC,V5J 4Z2,https://www.bbb.org/ca/bc/burnaby/profile/commercial-roofing/campbell-grill-ltd-0037-106358
Up & Up Roofing Ltd.,(604) 721-9875,,,,,3980 Carrigan Ct ,Burnaby,BC,V3N 4S6,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/up-up-roofing-ltd-0037-1274713
Continental Roofing,(604) 946-3011,(604) 270-1638,,,,7464 Hume Avenue ,Delta,BC,V4G 1C5,https://www.bbb.org/ca/bc/delta/profile/commercial-roofing/continental-roofing-0037-137724
CTS Roofing,(778) 987-0949,,,,,2562 200 St ,Langley,BC,V2Z 1X1,https://www.bbb.org/ca/bc/langley/profile/roofing-contractors/cts-roofing-0037-1291516
Lam Metal Contracting Ltd,(604) 430-3233,(604) 430-2028,,,,6962 Buller Ave ,Burnaby,BC,V5J 4S3,https://www.bbb.org/ca/bc/burnaby/profile/commercial-roofing/lam-metal-contracting-ltd-0037-126241
Overall Roofing,(604) 532-0468,,,,,2074 200st ,Langley,BC,V2Z 1W8,https://www.bbb.org/ca/bc/langley/profile/commercial-roofing/overall-roofing-0037-1261541
UpRise Home Improvements,(604) 777-5157,,,,,226 Churchill Ave ,New Westminster,BC,V3L 4N8,https://www.bbb.org/ca/bc/new-westminster/profile/home-improvement/uprise-home-improvements-0037-2417266
Bestco Roofing Ltd.,(604) 727-4806,,,,,434 Lakeview St ,Coquitlam,BC,V3K 5K8,https://www.bbb.org/ca/bc/coquitlam/profile/roofing-contractors/bestco-roofing-ltd-0037-1227555
Travco R V Service Centre Ltd.,(604) 430-1551,(604) 430-9522,,,,7020 Curragh Ave ,Burnaby,BC,V5J 4V9,https://www.bbb.org/ca/bc/burnaby/profile/rv-repair/travco-r-v-service-centre-ltd-0037-108052
Tony's Roofing,(604) 939-1419,(604) 939-1419,,,,842 Catherine Ave ,Coquitlam,BC,V3J 4L7,https://www.bbb.org/ca/bc/coquitlam/profile/roofing-contractors/tonys-roofing-0037-102032
J. Taylor & Associates Ltd.,(604) 503-4161,(604) 503-4160,,,,100 7164 120 St ,Surrey,BC,V3W 3M8,https://www.bbb.org/ca/bc/surrey/profile/building-construction-consultants/j-taylor-associates-ltd-0037-1195535
A-Top Class Roofing Ltd.,(604) 723-4470,,,,,11484 83 A Ave ,Delta,BC,V4C 2J6,https://www.bbb.org/ca/bc/delta/profile/roofing-contractors/a-top-class-roofing-ltd-0037-1250704
Don Cameron Roofing Ltd.,(604) 581-2373,,,,,13025 111 Ave. ,Surrey,BC,V3T 2R8,https://www.bbb.org/ca/bc/surrey/profile/commercial-roofing/don-cameron-roofing-ltd-0037-1257814
North Side Roofing&Moss Removal,(778) 863-7774,,,,,12588 110 Ave ,Surrey,BC,V3V 3J8,https://www.bbb.org/ca/bc/surrey/profile/commercial-roofing/north-side-roofingmoss-removal-0037-1263732
Global DEC-K-ING Systems,(778) 571-3000,,,,,5250 185A St ,Surrey,BC,V3S 7A4,https://www.bbb.org/ca/bc/surrey/profile/patio-enclosures/global-dec-k-ing-systems-0037-101405
Hazelmere Roofing,(604) 808-1655,,,,,2943 Woodcrest Pl ,Surrey,BC,V4P 2K8,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/hazelmere-roofing-0037-214613
All Round Home Improvements and Restorations Ltd.,(604) 581-9887,,,,,,Surrey,BC,V4N 3M7,https://www.bbb.org/ca/bc/surrey/profile/framing-contractors/all-round-home-improvements-and-restorations-ltd-0037-1258704
Evergreen Roofing,(778) 990-4555,,,,,6381 167 St ,Surrey,BC,V3S 0W5,https://www.bbb.org/ca/bc/surrey/profile/commercial-roofing/evergreen-roofing-0037-1287068
Atwal's Enterprises Ltd.,(604) 805-7198,,,,,12475 55 Ave. ,Surrey,BC,V3X 3S9,https://www.bbb.org/ca/bc/surrey/profile/commercial-roofing/atwals-enterprises-ltd-0037-1273692
B Prince Roofing Ltd.,(604) 825-2759,,,,,12748 96A Ave ,Surrey,BC,V3V 2B4,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/b-prince-roofing-ltd-0037-1224846
A Best Pro Roofing Ltd.,(604) 808-3657,,,,,12758 97 Ave. ,Surrey,BC,V3V 2E9,https://www.bbb.org/ca/bc/surrey/profile/commercial-roofing/a-best-pro-roofing-ltd-0037-1274095
H & D Roofing Ltd,(604) 825-4502,,,,,12391 82 Ave ,Surrey,BC,V3W 3E5,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/h-d-roofing-ltd-0037-1228108
Paradise Roofing Ltd.,(604) 307-6751,,,,,13446 95 Ave ,Surrey,BC,V3V 1P5,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/paradise-roofing-ltd-0037-1202907
Maple Roofing Ltd.,(604) 721-8153,,,,,12875 93 Ave ,Surrey,BC,V3V 6B6,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/maple-roofing-ltd-0037-1274891
MK Roofing Ltd.,(604) 512-5167,,,,,9544 125 St ,Surrey,BC,V3V 4X7,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/mk-roofing-ltd-0037-1233921
Technic Roofing Ltd.,(604) 338-9035,,,,,9769 126 St ,Surrey,BC,V3V 5E3,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/technic-roofing-ltd-0037-1230959
AG Woodward Roofing & Drainage,(604) 327-2908,,,,,7941 Willard St ,Burnaby,BC,V3N 2W8,https://www.bbb.org/ca/bc/burnaby/profile/roofing-contractors/ag-woodward-roofing-drainage-0037-106840
Libra Envelope,(604) 528-1133,,,,,10 1740 Broadway St ,Port Coquitlam,BC,V3C 2M8,https://www.bbb.org/ca/bc/port-coquitlam/profile/waterproofing-contractors/libra-envelope-0037-1258018
Choice Roofing Ltd.,(604) 807-7312,(604) 200-2851,,,,505 Kelly St ,New Westminster,BC,V3L 3V1,https://www.bbb.org/ca/bc/new-westminster/profile/roofing-contractors/choice-roofing-ltd-0037-1225601
Happy Five Star Tiles Ltd.,(604) 716-6400,,,,,15936 107 Ave. ,Surrey,BC,V4N 3J1,https://www.bbb.org/ca/bc/surrey/profile/ceramic-tile-contractors/happy-five-star-tiles-ltd-0037-1291132
Signature Gutters,(604) 561-0000,(604) 575-7634,,,,6834 Morgan Pl ,Surrey,BC,V3S 5M9,https://www.bbb.org/ca/bc/surrey/profile/gutters/signature-gutters-0037-1246537
Star House Pressure Washing Ltd.,(604) 861-6060,,,,,9021 134 St ,Surrey,BC,V3V 6T7,https://www.bbb.org/ca/bc/surrey/profile/pressure-washing/star-house-pressure-washing-ltd-0037-1289030
Homeservicecenter.ca,(604) 210-6699,,,,,,Surrey,BC,V4N 2Z4,https://www.bbb.org/ca/bc/surrey/profile/cleaning-services/homeservicecenterca-0037-1253108
Home Star Siding,(604) 657-8364,,,,,9489 151A Street ,Surrey,BC,V3R 4E3,https://www.bbb.org/ca/bc/surrey/profile/siding-material/home-star-siding-0037-1280831
Baruch Power Cleaning,(778) 554-4174,,,,,,Surrey,BC,V3T 5M1,https://www.bbb.org/ca/bc/surrey/profile/window-cleaning/baruch-power-cleaning-0037-1283929
M K Gutters,(604) 551-8352,,,,,9663 133A St ,Surrey,BC,V3T 3Z7,https://www.bbb.org/ca/bc/surrey/profile/gutters/m-k-gutters-0037-1207898
Lyonridge Property Services,(604) 368-1418,(778) 772-5432,,,,,Surrey,BC,V3T 5W2,https://www.bbb.org/ca/bc/surrey/profile/pressure-washing/lyonridge-property-services-0037-1376396
Spruce UP with US,(604) 341-9087,,,,,16323 95 Ave ,Surrey,BC,V4N 3C5,https://www.bbb.org/ca/bc/surrey/profile/exterior-building-cleaning/spruce-up-with-us-0037-1286259
Twice As Nice Home Services,(604) 532-5321,,,,,5882 169A St ,Surrey,BC,V3S 6Z8,https://www.bbb.org/ca/bc/surrey/profile/window-cleaning/twice-as-nice-home-services-0037-1154723
Surrey Gutter Pros,(604) 670-5588,,,,,5882 169A St ,Langley,BC,V3A 6Z8,https://www.bbb.org/ca/bc/langley/profile/gutter-contractor/surrey-gutter-pros-0037-1295730
Integrity Maintenance,(778) 997-5163,,,,,104 13858 102 Ave ,Surrey,BC,V3T 1P1,https://www.bbb.org/ca/bc/surrey/profile/property-maintenance/integrity-maintenance-0037-1293279
Abba Chimney & Gutters,(604) 589-2125,,,,,10276 145A St ,Surrey,BC,V3R 6A6,https://www.bbb.org/ca/bc/surrey/profile/gutters/abba-chimney-gutters-0037-1276077
Campos Roofing Ltd.,(778) 322-1971,,,,,10340 155A St ,Surrey,BC,V3R 4K5,https://www.bbb.org/ca/bc/surrey/profile/roofing-contractors/campos-roofing-ltd-0037-1285617
Pacific Maintenance Service,(604) 671-3502,(604) 930-2646,(604) 531-2444,,,11447 81 A Ave ,Delta,BC,V4C 2A7,https://www.bbb.org/ca/bc/delta/profile/cleaning-systems/pacific-maintenance-service-0037-110526
A-1 Gutters LTD.,(604) 724-5493,,,,,12236 - 96A AVENUE ,Surrey,BC,V3V 7C3,https://www.bbb.org/ca/bc/surrey/profile/gutter-contractor/a-1-gutters-ltd-0037-2412095
High Level Exterior Services,(604) 318-4768,,,,,9316 172 St ,Surrey,BC,V4N 6H5,https://www.bbb.org/ca/bc/surrey/profile/exterior-building-cleaning/high-level-exterior-services-0037-2398329
Advantage Siding,(778) 883-8024,,,,,8506 113 B St ,Delta,BC,V4C 5G4,https://www.bbb.org/ca/bc/delta/profile/siding-material/advantage-siding-0037-1225187
Hall Home Services,(604) 644-5448,,,,,--- ,Delta,BC,V4C 2B7,https://www.bbb.org/ca/bc/richmond/profile/pressure-washing/hall-home-services-0037-1378899
Canamex Industries,(604) 589-1966,,,,,10965 Lark Pl ,Surrey,BC,V3R 4W1,https://www.bbb.org/ca/bc/surrey/profile/gutters/canamex-industries-0037-106920
TWE The Work Exchange (Bond Restorations) Ltd.,(604) 588-5555,,,,,13809 Grosvenor Rd ,Surrey,BC,V3R 5E5,https://www.bbb.org/ca/bc/surrey/profile/home-improvement/twe-the-work-exchange-bond-restorations-ltd-0037-111490
Fair and Square Millwork Ltd,(778) 564-4014,,,,,-- ,Surrey,BC,V3W 0Y8- 0Y8,https://www.bbb.org/ca/bc/surrey/profile/cabinets/fair-and-square-millwork-ltd-0037-1376718
J Singh Construction,(778) 994-4111,,,,,12205 66 Avenue ,Surrey,BC,V3W 2A3,https://www.bbb.org/ca/bc/surrey/profile/framing-contractors/j-singh-construction-0037-1375876
Home Depot,(770) 433-8211,(770) 384-5038,(800) 553-3199,(770) 888-8135,(770) 476-4460,7350 120 St ,Surrey,BC,V3W 3M9,https://www.bbb.org/us/ga/atlanta/profile/building-materials/the-home-depot-0443-4588
CWS Construction and Renovation,(604) 837-7879,,,,,9058 162a St ,Surrey,BC,V4N 3L6,https://www.bbb.org/ca/bc/surrey/profile/home-improvement/cws-construction-and-renovation-0037-2401788
